df_name,segment_index,start_location,end_location
2118,9,Book,Stick
2118,10,Stick,Arrow
2118,11,Arrow,Bread
2243,0,START,Pickaxe
2243,1,Pickaxe,Bone
2243,2,Bone,Arrow
2243,3,Arrow,Book
2243,4,Book,Brick
2243,5,Brick,Bread
2243,6,Bread,Apple
2243,7,Apple,Bowl
2243,8,Bowl,Cake
2243,9,Cake,Stick
2243,10,Stick,Egg
2243,11,Egg,Diamond
2304,0,START,Pickaxe
2304,1,Pickaxe,Bone
2304,2,Bone,Egg
2304,3,Egg,Diamond
2304,4,Diamond,Bowl
2304,5,Bowl,Cake
2304,6,Cake,Apple
2304,7,Apple,Bread
2304,8,Bread,Book
2304,9,Book,Brick
2304,10,Brick,Stick
2304,11,Stick,Arrow
2308,0,START,Pickaxe
2308,1,Pickaxe,Bone
2308,2,Bone,Egg
2308,3,Egg,Pickaxe
2308,4,Pickaxe,Stick
2308,5,Stick,Book
2308,6,Book,Brick
2308,7,Brick,Bread
2308,8,Bread,Apple
2308,9,Apple,Cake
2308,10,Cake,Bowl
2308,11,Bowl,Cake
2308,12,Cake,Diamond
2308,13,Diamond,Diamond
2308,14,Diamond,Egg
2308,15,Egg,Arrow
2318,0,START,Pickaxe
2318,1,Pickaxe,Stick
2318,2,Stick,Book
2318,3,Book,Brick
2318,4,Brick,Bread
2318,5,Bread,Apple
2318,6,Apple,Bowl
2318,7,Bowl,Cake
2318,8,Cake,Diamond
2318,9,Diamond,Egg
2318,10,Egg,Bone
2318,11,Bone,Arrow
2320,0,START,Pickaxe
2320,1,Pickaxe,Bone
2320,2,Bone,Egg
2320,3,Egg,Diamond
2320,4,Diamond,Bowl
2320,5,Bowl,Apple
2320,6,Apple,Bread
2320,7,Bread,Brick
2320,8,Brick,Book
2320,9,Book,Book
2320,10,Book,Stick
2320,11,Stick,Arrow
2320,12,Arrow,Brick
2320,13,Brick,Arrow
2320,14,Arrow,Bone
2325,0,START,Pickaxe
2325,1,Pickaxe,Bone
2325,2,Bone,Egg
2325,3,Egg,Diamond
2325,4,Diamond,Bowl
2325,5,Bowl,Cake
2325,6,Cake,Apple
2325,7,Apple,Book
2325,8,Book,Brick
2325,9,Brick,Arrow
2325,10,Arrow,Book
2325,11,Book,Brick
2325,12,Brick,Bread
2325,13,Bread,Cake
2325,14,Cake,Bowl
2325,15,Bowl,Diamond
2325,16,Diamond,Egg
2325,17,Egg,Book
2325,18,Book,Bread
2325,19,Bread,Cake
2325,20,Cake,Diamond
2325,21,Diamond,Bone
2325,22,Bone,Pickaxe
3002,0,START,Pickaxe
3002,1,Pickaxe,Bone
3002,2,Bone,Egg
3002,3,Egg,Diamond
3002,4,Diamond,Bowl
3002,5,Bowl,Cake
3002,6,Cake,Apple
3002,7,Apple,Book
3002,8,Book,Brick
3002,9,Brick,Bread
3002,10,Bread,Stick
3002,11,Stick,Pickaxe
3002,12,Pickaxe,Bone
3002,13,Bone,Arrow
3005,0,START,Pickaxe
3005,1,Pickaxe,Bone
3005,2,Bone,Egg
3005,3,Egg,Diamond
3005,4,Diamond,Bowl
3005,5,Bowl,Cake
3005,6,Cake,Egg
3005,7,Egg,Book
3005,8,Book,Brick
3005,9,Brick,Pickaxe
3005,10,Pickaxe,Diamond
3005,11,Diamond,Arrow
3005,12,Arrow,Bone
3005,13,Bone,Egg
3005,14,Egg,Pickaxe
3005,15,Pickaxe,Arrow
3005,16,Arrow,Book
3005,17,Book,Brick
3005,18,Brick,Bread
3007,0,START,Apple
3007,1,Apple,Bread
3007,2,Bread,Brick
3007,3,Brick,Book
3007,4,Book,Stick
3007,5,Stick,Arrow
3007,6,Arrow,Egg
3007,7,Egg,Diamond
3007,8,Diamond,Bone
3007,9,Bone,Bowl
3007,10,Bowl,Cake
3007,11,Cake,Apple
3007,12,Apple,Pickaxe
3008,0,START,Pickaxe
3008,1,Pickaxe,Bone
3008,2,Bone,Egg
3008,3,Egg,Cake
3008,4,Cake,Bowl
3008,5,Bowl,Apple
3008,6,Apple,Stick
3008,7,Stick,Book
3008,8,Book,Brick
3008,9,Brick,Arrow
3008,10,Arrow,Pickaxe
3008,11,Pickaxe,Egg
3008,12,Egg,Cake
3008,13,Cake,Apple
3008,14,Apple,Bread
3008,15,Bread,Brick
3008,16,Brick,Book
3008,17,Book,Arrow
3008,18,Arrow,Diamond
3011,0,START,Pickaxe
3011,1,Pickaxe,Stick
3011,2,Stick,Book
3011,3,Book,Brick
3011,4,Brick,Bread
3011,5,Bread,Apple
3011,6,Apple,Bowl
3011,7,Bowl,Bowl
3011,8,Bowl,Cake
3011,9,Cake,Diamond
3011,10,Diamond,Egg
3011,11,Egg,Bone
3011,12,Bone,Pickaxe
3011,13,Pickaxe,Arrow
3016,0,START,Pickaxe
3016,1,Pickaxe,Bone
3016,2,Bone,Egg
3016,3,Egg,Diamond
3016,4,Diamond,Cake
3016,5,Cake,Bowl
3016,6,Bowl,Apple
3016,7,Apple,Book
3016,8,Book,Brick
3016,9,Brick,Bread
3016,10,Bread,Stick
3016,11,Stick,Arrow
3019,0,START,Pickaxe
3019,1,Pickaxe,Bone
3019,2,Bone,Egg
3019,3,Egg,Diamond
3019,4,Diamond,Bowl
3019,5,Bowl,Cake
3019,6,Cake,Apple
3019,7,Apple,Book
3019,8,Book,Stick
3019,9,Stick,Arrow
3019,10,Arrow,Pickaxe
3019,11,Pickaxe,Bone
3019,12,Bone,Egg
3019,13,Egg,Diamond
3019,14,Diamond,Cake
3019,15,Cake,Bread
3019,16,Bread,Book
3019,17,Book,Brick
3025,0,START,Pickaxe
3025,1,Pickaxe,Stick
3025,2,Stick,Book
3025,3,Book,Brick
3025,4,Brick,Bread
3025,5,Bread,Apple
3025,6,Apple,Bowl
3025,7,Bowl,Diamond
3025,8,Diamond,Egg
3025,9,Egg,Bone
3025,10,Bone,Pickaxe
3025,11,Pickaxe,Arrow
3025,12,Arrow,Diamond
3025,13,Diamond,Arrow
3025,14,Arrow,Book
3025,15,Book,Stick
3025,16,Stick,Pickaxe
3026,0,START,Pickaxe
3026,1,Pickaxe,Bone
3026,2,Bone,Egg
3026,3,Egg,Arrow
3026,4,Arrow,Book
3026,5,Book,Brick
3026,6,Brick,Stick
3026,7,Stick,Bread
3026,8,Bread,Apple
3026,9,Apple,Bowl
3026,10,Bowl,Cake
3026,11,Cake,Diamond
3027,0,START,Bone
3027,1,Bone,Egg
3027,2,Egg,Diamond
3027,3,Diamond,Bowl
3027,4,Bowl,Cake
3027,5,Cake,Bread
3027,6,Bread,Book
3027,7,Book,Brick
3027,8,Brick,Stick
3027,9,Stick,Pickaxe
3027,10,Pickaxe,Arrow
3027,11,Arrow,Apple
3033,0,START,Pickaxe
3033,1,Pickaxe,Bone
3033,2,Bone,Arrow
3033,3,Arrow,Stick
3033,4,Stick,Pickaxe
3033,5,Pickaxe,Bowl
3033,6,Bowl,Cake
3033,7,Cake,Diamond
3033,8,Diamond,Egg
3033,9,Egg,Bone
3033,10,Bone,Cake
3033,11,Cake,Apple
3033,12,Apple,Bread
3033,13,Bread,Book
3033,14,Book,Arrow
3033,15,Arrow,Stick
3033,16,Stick,Pickaxe
3033,17,Pickaxe,Diamond
3033,18,Diamond,Cake
3033,19,Cake,Bread
3033,20,Bread,Brick
3034,0,START,Pickaxe
3034,1,Pickaxe,Stick
3034,2,Stick,Book
3034,3,Book,Brick
3034,4,Brick,Bread
3034,5,Bread,Apple
3034,6,Apple,Pickaxe
3034,7,Pickaxe,Egg
3034,8,Egg,Bone
3034,9,Bone,Diamond
3034,10,Diamond,Bowl
3034,11,Bowl,Cake
3034,12,Cake,Bread
3034,13,Bread,Brick
3034,14,Brick,Stick
3034,15,Stick,Arrow
3040,0,START,Pickaxe
3040,1,Pickaxe,Bone
3040,2,Bone,Arrow
3040,3,Arrow,Egg
3040,4,Egg,Diamond
3040,5,Diamond,Bowl
3040,6,Bowl,Cake
3040,7,Cake,Apple
3040,8,Apple,Bread
3040,9,Bread,Brick
3040,10,Brick,Book
3040,11,Book,Stick
3042,0,START,Pickaxe
3042,1,Pickaxe,Bone
3042,2,Bone,Egg
3042,3,Egg,Diamond
3042,4,Diamond,Cake
3042,5,Cake,Bowl
3042,6,Bowl,Apple
3042,7,Apple,Bread
3042,8,Bread,Brick
3042,9,Brick,Book
3042,10,Book,Stick
3042,11,Stick,Arrow
3046,0,START,Apple
3046,1,Apple,Bowl
3046,2,Bowl,Cake
3046,3,Cake,Bread
3046,4,Bread,Stick
3046,5,Stick,Pickaxe
3046,6,Pickaxe,Bone
3046,7,Bone,Egg
3046,8,Egg,Egg
3046,9,Egg,Bone
3046,10,Bone,Pickaxe
3046,11,Pickaxe,Diamond
3046,12,Diamond,Egg
3046,13,Egg,Pickaxe
3046,14,Pickaxe,Arrow
3046,15,Arrow,Book
3056,0,START,Egg
3056,1,Egg,Bone
3056,2,Bone,Egg
3056,3,Egg,Pickaxe
3056,4,Pickaxe,Arrow
3056,5,Arrow,Stick
3056,6,Stick,Diamond
3056,7,Diamond,Bowl
3056,8,Bowl,Cake
3056,9,Cake,Apple
3056,10,Apple,Bread
3056,11,Bread,Brick
3056,12,Brick,Book
4009,0,START,Pickaxe
4009,1,Pickaxe,Bone
4009,2,Bone,Egg
4009,3,Egg,Bowl
4009,4,Bowl,Cake
4009,5,Cake,Apple
4009,6,Apple,Bread
4009,7,Bread,Brick
4009,8,Brick,Book
4009,9,Book,Stick
4009,10,Stick,Arrow
4009,11,Arrow,Bone
4009,12,Bone,Pickaxe
4009,13,Pickaxe,Diamond
4015,0,START,Pickaxe
4015,1,Pickaxe,Egg
4015,2,Egg,Bone
4015,3,Bone,Stick
4015,4,Stick,Diamond
4015,5,Diamond,Cake
4015,6,Cake,Brick
4015,7,Brick,Bread
4015,8,Bread,Book
4015,9,Book,Apple
4015,10,Apple,Arrow
4015,11,Arrow,Bread
4023,0,START,Egg
4023,1,Egg,Diamond
4023,2,Diamond,Cake
4023,3,Cake,Bowl
4023,4,Bowl,Apple
4023,5,Apple,Bowl
4023,6,Bowl,Apple
4023,7,Apple,Bread
4023,8,Bread,Brick
4023,9,Brick,Book
4023,10,Book,Stick
4023,11,Stick,Arrow
4023,12,Arrow,Arrow
4023,13,Arrow,Pickaxe
4023,14,Pickaxe,Bone
4025,0,START,Pickaxe
4025,1,Pickaxe,Bone
4025,2,Bone,Arrow
4025,3,Arrow,Bone
4025,4,Bone,Pickaxe
4025,5,Pickaxe,Egg
4025,6,Egg,Bowl
4025,7,Bowl,Cake
4026,0,START,Pickaxe
4026,1,Pickaxe,Bone
4026,2,Bone,Egg
4026,3,Egg,Diamond
4026,4,Diamond,Bowl
4026,5,Bowl,Cake
4026,6,Cake,Apple
4026,7,Apple,Bread
4026,8,Bread,Brick
4026,9,Brick,Book
4026,10,Book,Stick
4026,11,Stick,Arrow
4029,0,START,Pickaxe
4029,1,Pickaxe,Stick
4029,2,Stick,Arrow
4029,3,Arrow,Book
4029,4,Book,Brick
4029,5,Brick,Bread
4029,6,Bread,Cake
4029,7,Cake,Bowl
4029,8,Bowl,Apple
4029,9,Apple,Diamond
4029,10,Diamond,Egg
4029,11,Egg,Bone
4030,0,START,Pickaxe
4030,1,Pickaxe,Stick
4030,2,Stick,Arrow
4030,3,Arrow,Bone
4030,4,Bone,Egg
4030,5,Egg,Diamond
4030,6,Diamond,Bowl
4030,7,Bowl,Cake
4030,8,Cake,Apple
4030,9,Apple,Book
4030,10,Book,Brick
4030,11,Brick,Bread
4036,0,START,Pickaxe
4036,1,Pickaxe,Bone
4036,2,Bone,Egg
4036,3,Egg,Stick
4036,4,Stick,Bowl
4036,5,Bowl,Cake
4036,6,Cake,Diamond
4036,7,Diamond,Egg
4036,8,Egg,Bone
4036,9,Bone,Arrow
4036,10,Arrow,Book
4036,11,Book,Brick
4036,12,Brick,Bread
4036,13,Bread,Apple
4039,0,START,Pickaxe
4039,1,Pickaxe,Bone
4039,2,Bone,Egg
4039,3,Egg,Diamond
4039,4,Diamond,Bowl
4039,5,Bowl,Cake
4039,6,Cake,Apple
4039,7,Apple,Stick
4039,8,Stick,Book
4039,9,Book,Arrow
4039,10,Arrow,Brick
4039,11,Brick,Book
4039,12,Book,Brick
4039,13,Brick,Book
4039,14,Book,Book
4039,15,Book,Brick
4039,16,Brick,Stick
4039,17,Stick,Stick
4039,18,Stick,Book
4039,19,Book,Bread
4040,0,START,Pickaxe
4040,1,Pickaxe,Bone
4040,2,Bone,Egg
4040,3,Egg,Diamond
4040,4,Diamond,Bowl
4040,5,Bowl,Cake
4040,6,Cake,Apple
4040,7,Apple,Bread
4040,8,Bread,Brick
4040,9,Brick,Book
4040,10,Book,Arrow
4040,11,Arrow,Pickaxe
4040,12,Pickaxe,Bone
4040,13,Bone,Pickaxe
4040,14,Pickaxe,Stick
5004,0,START,Pickaxe
5004,1,Pickaxe,Bone
5004,2,Bone,Bone
5004,3,Bone,Egg
5004,4,Egg,Diamond
5004,5,Diamond,Bowl
5004,6,Bowl,Cake
5004,7,Cake,Apple
5004,8,Apple,Bread
5004,9,Bread,Book
5004,10,Book,Stick
5004,11,Stick,Arrow
5004,12,Arrow,Pickaxe
5004,13,Pickaxe,Stick
5004,14,Stick,Pickaxe
5004,15,Pickaxe,Bone
5004,16,Bone,Egg
5004,17,Egg,Diamond
5004,18,Diamond,Bowl
5027,0,START,Pickaxe
5027,1,Pickaxe,Bone
5027,2,Bone,Egg
5027,3,Egg,Diamond
5027,4,Diamond,Bowl
5027,5,Bowl,Cake
5027,6,Cake,Apple
5027,7,Apple,Bread
5027,8,Bread,Brick
5027,9,Brick,Book
5027,10,Book,Stick
5027,11,Stick,Arrow
5034,0,START,Pickaxe
5034,1,Pickaxe,Bone
5034,2,Bone,Egg
5034,3,Egg,Diamond
5034,4,Diamond,Cake
5034,5,Cake,Bowl
5034,6,Bowl,Apple
5034,7,Apple,Bread
5034,8,Bread,Brick
5034,9,Brick,Book
5034,10,Book,Stick
5034,11,Stick,Arrow
5037,0,START,Pickaxe
5037,1,Pickaxe,Bone
5037,2,Bone,Egg
5037,3,Egg,Diamond
5037,4,Diamond,Bowl
5037,5,Bowl,Cake
5037,6,Cake,Apple
5037,7,Apple,Bread
5037,8,Bread,Brick
5037,9,Brick,Book
5037,10,Book,Stick
5037,11,Stick,Arrow
5043,0,START,Bowl
5043,1,Bowl,Cake
5043,2,Cake,Apple
5043,3,Apple,Bread
5043,4,Bread,Brick
5043,5,Brick,Book
5043,6,Book,Stick
5043,7,Stick,Pickaxe
5043,8,Pickaxe,Bone
5043,9,Bone,Arrow
5043,10,Arrow,Egg
5056,0,START,Pickaxe
5056,1,Pickaxe,Arrow
5056,2,Arrow,Bone
5056,3,Bone,Pickaxe
5056,4,Pickaxe,Egg
5056,5,Egg,Diamond
5056,6,Diamond,Bowl
5056,7,Bowl,Apple
5056,8,Apple,Cake
5056,9,Cake,Bread
5056,10,Bread,Brick
5056,11,Brick,Book
5056,12,Book,Arrow
5056,13,Arrow,Bone
5056,14,Bone,Diamond
5056,15,Diamond,Cake
5056,16,Cake,Bowl
5056,17,Bowl,Bone
5056,18,Bone,Apple
5058,0,START,Pickaxe
5058,1,Pickaxe,Bone
5058,2,Bone,Egg
5058,3,Egg,Pickaxe
5058,4,Pickaxe,Arrow
5058,5,Arrow,Book
5058,6,Book,Brick
5058,7,Brick,Bread
5058,8,Bread,Apple
5058,9,Apple,Bowl
5058,10,Bowl,Cake
5058,11,Cake,Egg
5058,12,Egg,Stick
5058,13,Stick,Book
5058,14,Book,Bread
5058,15,Bread,Arrow
5058,16,Arrow,Diamond
