df_name,segment_index,training,cluster
3008,2,1,1
3008,3,2,3
3008,4,2,1
3008,4,1,1
3008,5,2,1
3008,5,1,1
3008,6,2,1
3008,6,1,1
3008,7,2,1
3008,7,1,1
3008,8,2,1
3008,8,1,1
3008,9,2,1
3008,9,1,1
3011,0,2,1
3011,0,1,1
3011,1,2,1
3011,1,1,1
3011,10,2,1
3011,10,1,0
3011,11,2,1
3011,11,1,0
3011,12,2,0
3011,12,1,3
3011,13,2,1
3011,2,2,1
3011,2,1,1
3011,3,2,1
3011,3,1,1
3011,4,2,1
3011,4,1,1
3011,5,2,1
3011,5,1,1
3011,6,2,1
3011,6,1,0
3011,7,2,1
3011,7,1,1
3011,8,2,1
3011,8,1,1
3011,9,2,1
3011,9,1,1
3016,0,2,0
3016,0,1,1
3016,1,2,1
3016,1,1,1
3016,10,2,0
3016,10,1,1
3016,11,2,1
3016,11,1,1
3016,2,2,1
3016,2,1,1
3016,3,2,1
3016,3,1,1
3016,4,1,1
3016,5,2,1
3016,5,1,1
3016,6,2,1
3016,6,1,1
3016,7,2,1
3016,7,1,1
3016,8,2,1
3016,8,1,1
3016,9,2,1
3016,9,1,1
3019,0,2,1
3019,0,1,1
3019,1,2,1
3019,1,1,1
3019,10,2,1
3019,10,1,1
3019,11,2,1
3019,12,1,1
3019,13,2,1
3019,13,1,0
3019,14,1,0
3019,15,2,1
3019,15,1,1
3019,16,2,1
3019,16,1,1
3019,17,2,1
3019,18,1,1
3019,19,1,0
3019,2,2,1
3019,2,1,1
3019,3,2,1
3019,3,1,1
3019,4,2,1
3019,5,2,1
3019,6,2,0
3019,6,1,1
3019,7,2,0
3019,7,1,1
3019,8,2,1
3019,8,1,1
3019,9,2,1
3019,9,1,1
3025,0,2,1
3025,0,1,1
3025,1,2,1
3025,1,1,1
3025,10,2,1
3025,10,1,1
3025,11,2,1
3025,11,1,1
3025,12,2,1
3025,13,2,3
3025,14,2,0
3025,15,2,1
3025,16,2,1
3025,2,2,1
3025,2,1,1
3025,3,2,1
3025,3,1,1
3025,4,2,1
3025,4,1,1
3025,5,2,1
3025,5,1,1
3025,6,2,1
3025,6,1,1
3025,7,2,1
3025,7,1,1
3025,8,2,1
3025,8,1,0
3025,9,2,1
3026,0,2,1
3026,0,1,1
3026,1,2,1
3026,1,1,1
3026,10,2,0
3026,2,2,1
3026,2,1,1
3026,3,2,3
3026,3,1,0
3026,4,2,0
3026,4,1,3
3026,5,2,1
3026,5,1,3
3026,6,2,1
3026,6,1,1
3026,7,2,1
3026,7,1,1
3026,8,2,3
3026,8,1,1
3026,9,2,1
3026,9,1,1
3027,0,2,1
3027,0,1,1
3027,1,2,1
3027,1,1,1
3027,10,1,0
3027,11,2,0
3027,2,2,1
3027,2,1,1
3027,3,2,1
3027,4,2,1
3027,4,1,1
3027,5,1,1
3027,6,2,1
3027,6,1,1
3027,7,2,0
3027,7,1,1
3027,8,2,1
3027,8,1,1
3027,9,2,1
3027,9,1,1
3033,0,2,1
3033,0,1,1
3033,1,2,1
3033,1,1,1
3033,10,2,1
3033,10,1,1
3033,11,2,1
3033,11,1,0
3033,12,2,1
3033,12,1,1
3033,13,2,1
3033,13,1,3
3033,14,2,1
3033,14,1,1
3033,15,2,1
3033,15,1,1
3033,16,2,1
3033,17,2,0
3033,18,2,1
3033,19,2,1
3033,2,2,1
3033,2,1,0
3033,20,2,1
3033,3,2,1
3033,3,1,1
3033,4,2,1
3033,4,1,1
3033,5,2,1
3033,5,1,1
3033,6,2,1
3033,6,1,1
3033,7,2,3
3033,7,1,1
3033,8,2,1
3033,9,2,3
3033,9,1,1
3034,0,2,1
3034,0,1,1
3034,1,2,1
3034,1,1,0
3034,10,2,1
3034,10,1,1
3034,11,2,1
3034,13,2,0
3034,14,2,1
3034,15,2,1
3034,2,2,1
3034,2,1,1
3034,3,2,1
3034,3,1,1
3034,4,2,1
3034,4,1,1
3034,5,2,1
3034,6,2,1
3034,6,1,1
3034,7,2,1
3034,7,1,1
3034,8,2,1
3034,8,1,1
3040,0,2,1
3040,0,1,1
3040,1,2,1
3040,1,1,1
3040,10,2,1
3040,10,1,1
3040,11,2,1
3040,11,1,1
3040,2,2,1
3040,2,1,1
3040,3,2,1
3040,3,1,1
3040,4,2,1
3040,4,1,1
3040,5,2,1
3040,5,1,1
3040,6,2,1
3040,6,1,1
3040,7,2,1
3040,7,1,1
3040,8,2,1
3040,8,1,1
3040,9,2,1
3040,9,1,1
3042,0,2,1
3042,0,1,1
3042,1,2,1
3042,10,2,1
3042,10,1,1
3042,11,2,1
3042,11,1,1
3042,12,1,1
3042,2,2,1
3042,2,1,2
3042,3,2,1
3042,4,1,1
3042,5,2,1
3042,5,1,1
3042,6,2,1
3042,6,1,1
3042,7,2,1
3042,7,1,1
3042,8,2,1
3042,8,1,1
3042,9,2,1
3046,0,2,1
3046,0,1,1
3046,1,2,1
3046,1,1,1
3046,10,2,1
3046,10,1,1
3046,11,2,0
3046,11,1,1
3046,12,2,0
3046,12,1,1
3046,13,2,1
3046,13,1,1
3046,14,2,1
3046,14,1,1
3046,15,2,1
3046,15,1,3
3046,16,1,1
3046,17,1,0
3046,19,1,1
3046,2,2,1
3046,2,1,1
3046,3,2,0
3046,3,1,1
3046,4,2,0
3046,4,1,3
3046,5,2,1
3046,5,1,1
3046,6,2,1
3046,6,1,1
3046,7,2,1
3046,7,1,0
3046,8,1,1
3046,9,2,1
3046,9,1,1
3056,0,2,2
3056,0,1,1
3056,1,2,1
3056,1,1,1
3056,10,2,3
3056,10,1,1
3056,11,2,1
3056,11,1,1
3056,12,2,1
3056,12,1,1
3056,13,1,1
3056,14,1,0
3056,15,1,2
3056,16,1,1
3056,17,1,1
3056,18,1,1
3056,19,1,1
3056,2,2,1
3056,2,1,1
3056,20,1,1
3056,3,2,3
3056,3,1,1
3056,4,2,1
3056,4,1,1
3056,5,2,1
3056,5,1,1
3056,6,2,1
3056,6,1,1
3056,7,2,1
3056,7,1,1
3056,8,2,1
3056,8,1,1
3056,9,2,1
3056,9,1,1
4009,0,2,1
4009,0,1,1
4009,1,2,1
4009,1,1,1
4009,10,2,1
4009,10,1,1
4009,11,1,1
4009,12,2,0
4009,12,1,1
4009,13,2,1
4009,15,1,1
4009,16,1,1
4009,17,1,1
4009,2,2,1
4009,2,1,1
4009,3,1,1
4009,4,2,1
4009,4,1,1
4009,5,2,1
4009,5,1,1
4009,6,2,1
4009,6,1,1
4009,7,2,1
4009,7,1,1
4009,8,2,1
4009,8,1,1
4009,9,2,1
4009,9,1,2
4015,0,2,1
4015,0,1,1
4015,1,2,1
4015,1,1,1
4015,10,2,2
4015,10,1,0
4015,11,2,0
4015,11,1,1
4015,12,1,3
4015,13,1,1
4015,15,1,1
4015,16,1,1
4015,2,2,1
4015,2,1,1
4015,3,2,1
4015,3,1,1
4015,4,2,1
4015,4,1,1
4015,5,2,1
4015,5,1,1
4015,6,2,1
4015,6,1,1
4015,7,2,1
4015,7,1,1
4015,8,2,1
4015,8,1,1
4015,9,2,1
4015,9,1,1
4023,0,2,1
4023,0,1,0
4023,1,2,1
4023,1,1,3
4023,10,2,1
4023,11,2,3
4023,11,1,1
4023,12,2,0
4023,12,1,3
4023,13,2,1
4023,13,1,1
4023,14,2,1
4023,3,2,1
4023,3,1,0
4023,4,2,1
4023,4,1,1
4023,5,2,3
4023,5,1,0
4023,6,2,1
4023,6,1,1
4023,7,2,1
4023,7,1,3
4023,8,2,1
4023,8,1,1
4023,9,2,1
4023,9,1,1
4025,0,2,1
4025,0,1,1
4025,1,2,1
4025,1,1,1
4025,10,1,0
4025,11,1,3
4025,2,2,1
4025,2,1,0
4025,3,1,1
4025,4,2,1
4025,4,1,1
4025,5,2,1
4025,5,1,1
4025,6,2,1
4025,6,1,1
4025,7,2,1
4025,7,1,1
4025,8,1,1
4025,9,1,2
4026,0,2,1
4026,0,1,1
4026,1,2,1
4026,1,1,1
4026,10,2,1
4026,10,1,1
4026,11,2,1
4026,11,1,1
4026,2,2,1
4026,2,1,1
4026,3,2,1
4026,3,1,1
4026,4,2,1
4026,4,1,1
4026,5,2,1
4026,5,1,1
4026,6,2,1
4026,6,1,1
4026,7,2,1
4026,7,1,1
4026,8,2,1
4026,8,1,1
4026,9,2,1
4026,9,1,1
4029,0,2,0
4029,0,1,1
4029,1,2,1
4029,1,1,1
4029,10,1,0
4029,11,2,1
4029,11,1,1
4029,12,1,1
4029,14,1,2
4029,2,2,1
4029,2,1,1
4029,3,1,1
4029,4,2,1
4029,4,1,1
4029,5,2,1
4029,5,1,1
4029,6,2,1
4029,6,1,1
4029,7,2,1
4029,7,1,1
4029,8,2,1
4029,8,1,0
4029,9,1,1
4030,0,2,1
4030,0,1,1
4030,1,2,1
4030,1,1,1
4030,10,2,1
4030,10,1,1
4030,11,2,1
4030,11,1,1
4030,12,1,1
4030,2,2,1
4030,2,1,3
4030,3,2,0
4030,3,1,1
4030,4,2,3
4030,4,1,1
4030,5,2,1
4030,5,1,1
4030,6,2,0
4030,6,1,1
4030,7,2,1
4030,7,1,1
4030,8,2,1
4030,8,1,1
4030,9,2,1
4030,9,1,1
4036,0,2,1
4036,0,1,1
4036,1,2,1
4036,1,1,1
4036,10,2,1
4036,10,1,1
4036,11,2,1
4036,11,1,1
4036,12,2,1
4036,12,1,1
4036,13,2,1
4036,13,1,1
4036,14,1,1
4036,15,1,1
4036,16,1,1
4036,17,1,1
4036,18,1,1
4036,2,2,1
4036,2,1,1
4036,3,2,1
4036,4,2,0
4036,4,1,1
4036,5,2,1
4036,5,1,1
4036,6,2,0
4036,6,1,1
4036,7,2,1
4036,7,1,1
4036,8,2,0
4036,8,1,1
4036,9,2,1
4036,9,1,1
4039,0,2,1
4039,0,1,1
4039,1,2,1
4039,1,1,1
4039,10,2,1
4039,10,1,1
4039,11,2,1
4039,11,1,1
4039,12,2,2
4039,12,1,1
4039,13,2,1
4039,13,1,1
4039,14,2,1
4039,14,1,1
4039,15,2,1
4039,16,2,1
4039,17,2,1
4039,18,2,1
4039,19,2,1
4039,2,2,1
4039,2,1,1
4039,3,2,3
4039,3,1,1
4039,4,2,0
4039,4,1,0
4039,5,2,1
4039,5,1,1
4039,6,2,3
4039,6,1,1
4039,7,2,2
4039,7,1,1
4039,8,2,1
4039,8,1,0
4039,9,1,1
4040,0,2,1
4040,0,1,1
4040,1,2,1
4040,1,1,1
4040,10,2,1
4040,10,1,1
4040,11,2,1
4040,11,1,1
4040,12,2,1
4040,12,1,0
4040,13,2,0
4040,13,1,1
4040,14,2,1
4040,14,1,1
4040,15,1,1
4040,2,2,0
4040,2,1,1
4040,3,2,1
4040,3,1,1
4040,4,2,0
4040,4,1,1
4040,5,2,1
4040,5,1,1
4040,6,2,1
4040,6,1,1
4040,7,2,1
4040,7,1,1
4040,8,2,1
4040,8,1,1
4040,9,2,1
4040,9,1,1
5004,0,2,1
5004,0,1,1
5004,1,2,1
5004,1,1,1
5004,10,2,1
5004,10,1,1
5004,11,2,1
5004,11,1,1
5004,12,2,3
5004,12,1,2
5004,13,2,1
5004,13,1,3
5004,14,2,3
5004,14,1,3
5004,15,2,1
5004,15,1,1
5004,16,2,2
5004,17,2,1
5004,18,2,1
5004,2,2,3
5004,2,1,1
5004,3,2,3
5004,3,1,3
5004,4,2,1
5004,4,1,1
5004,5,2,1
5004,5,1,1
5004,6,2,1
5004,6,1,1
5004,7,2,1
5004,7,1,1
5004,8,2,1
5004,8,1,1
5004,9,2,1
5004,9,1,1
5027,0,2,1
5027,0,1,1
5027,1,2,1
5027,1,1,1
5027,10,2,1
5027,10,1,1
5027,11,1,1
5027,14,1,0
5027,2,2,1
5027,2,1,1
5027,3,2,1
5027,3,1,1
5027,4,2,0
5027,5,2,0
5027,5,1,1
5027,6,2,1
5027,6,1,1
5027,7,2,1
5027,7,1,1
5027,8,2,1
5027,8,1,1
5027,9,2,1
5027,9,1,1
5034,0,2,1
5034,0,1,1
5034,1,2,1
5034,1,1,1
5034,10,2,1
5034,10,1,1
5034,11,2,1
5034,11,1,0
5034,12,1,1
5034,13,1,1
5034,2,2,1
5034,2,1,1
5034,3,2,1
5034,3,1,0
5034,4,2,1
5034,4,1,1
5034,5,2,1
5034,5,1,1
5034,6,2,1
5034,6,1,1
5034,7,2,1
5034,7,1,1
5034,8,2,1
5034,8,1,1
5034,9,2,1
5034,9,1,0
5037,0,2,1
5037,0,1,1
5037,1,2,1
5037,1,1,1
5037,10,2,1
5037,11,2,1
5037,11,1,1
5037,2,2,1
5037,2,1,1
5037,3,2,3
5037,4,2,1
5037,4,1,1
5037,5,2,1
5037,5,1,1
5037,6,2,1
5037,7,2,1
5037,7,1,1
5037,8,2,1
5037,8,1,1
5037,9,2,1
5037,9,1,1
5043,0,2,1
5043,0,1,1
5043,1,2,1
5043,1,1,1
5043,10,2,1
5043,10,1,1
5043,11,1,1
5043,12,1,2
5043,13,1,1
5043,14,1,1
5043,15,1,0
5043,16,1,1
5043,2,2,1
5043,2,1,1
5043,3,2,1
5043,3,1,1
5043,4,2,1
5043,4,1,1
5043,5,2,1
5043,5,1,1
5043,6,2,1
5043,6,1,1
5043,7,2,1
5043,7,1,1
5043,8,2,1
5043,8,1,1
5043,9,2,1
5043,9,1,1
5056,0,2,1
5056,0,1,1
5056,1,2,1
5056,1,1,1
5056,10,2,1
5056,10,1,1
5056,11,2,1
5056,11,1,1
5056,12,2,3
5056,12,1,1
5056,13,2,1
5056,13,1,2
5056,14,2,1
5056,14,1,1
5056,16,2,1
5056,17,2,1
5056,18,2,0
5056,2,2,1
5056,2,1,1
5056,3,2,1
5056,3,1,3
5056,4,2,1
5056,4,1,1
5056,5,1,1
5056,6,2,1
5056,6,1,1
5056,7,2,1
5056,7,1,1
5056,8,1,1
5056,9,2,1
5056,9,1,1
5058,0,2,1
5058,0,1,1
5058,1,2,1
5058,1,1,1
5058,10,2,1
5058,10,1,1
5058,11,2,1
5058,11,1,1
5058,12,2,0
5058,13,2,1
5058,13,1,0
5058,14,2,1
5058,14,1,1
5058,15,2,0
5058,15,1,1
5058,16,2,3
5058,16,1,1
5058,17,1,1
5058,19,1,1
5058,2,2,1
5058,2,1,1
5058,20,1,3
5058,21,1,1
5058,22,1,1
5058,23,1,1
5058,24,1,1
5058,25,1,1
5058,26,1,1
5058,27,1,1
5058,28,1,2
5058,3,2,1
5058,3,1,1
5058,4,2,0
5058,4,1,1
5058,5,2,1
5058,5,1,1
5058,6,2,1
5058,6,1,1
5058,7,2,1
5058,7,1,1
5058,8,2,1
5058,8,1,1
5058,9,2,1
5058,9,1,1
