df_name,segment_index,start_location,end_location
3033,0,START,Pickaxe
3033,1,Pickaxe,Arrow
3033,2,Arrow,Book
3033,3,Book,Brick
3033,4,Brick,Bread
3033,5,Bread,Apple
3033,6,Apple,Bowl
3033,7,Bowl,Cake
3033,8,Cake,Diamond
3033,9,Diamond,Egg
3033,10,Egg,Bone
3033,11,Bone,Pickaxe
3033,12,Pickaxe,Arrow
3033,13,Arrow,Bowl
3033,14,Bowl,Book
3033,15,Book,Stick
3034,0,START,Apple
3034,1,Apple,Egg
3034,2,Egg,Bone
3034,3,Bone,Pickaxe
3034,4,Pickaxe,Arrow
3034,5,Arrow,Book
3034,6,Book,Brick
3034,7,Brick,Bread
3034,8,Bread,Cake
3034,9,Cake,Pickaxe
3034,10,Pickaxe,Cake
3034,11,Cake,Stick
3040,0,START,Pickaxe
3040,1,Pickaxe,Bone
3040,2,Bone,Arrow
3040,3,Arrow,Egg
3040,4,Egg,Diamond
3040,5,Diamond,Cake
3040,6,Cake,Bowl
3040,7,Bowl,Apple
3040,8,Apple,Bread
3040,9,Bread,Book
3040,10,Book,Brick
3040,11,Brick,Stick
3042,0,START,Pickaxe
3042,1,Pickaxe,Bone
3042,2,Bone,Arrow
3042,3,Arrow,Book
3042,4,Book,Brick
3042,5,Brick,Bread
3042,6,Bread,Apple
3042,7,Apple,Bowl
3042,8,Bowl,Cake
3042,9,Cake,Egg
3042,10,Egg,Diamond
3042,11,Diamond,Pickaxe
3042,12,Pickaxe,Stick
3046,0,START,Pickaxe
3046,1,Pickaxe,Bone
3046,2,Bone,Egg
3046,3,Egg,Diamond
3046,4,Diamond,Bowl
3046,5,Bowl,Cake
3046,6,Cake,Apple
3046,7,Apple,Bowl
3046,8,Bowl,Diamond
3046,9,Diamond,Diamond
3046,10,Diamond,Pickaxe
3046,11,Pickaxe,Arrow
3046,12,Arrow,Book
3046,13,Book,Brick
3046,14,Brick,Bread
3046,15,Bread,Bread
3046,16,Bread,Cake
3046,17,Cake,Diamond
3046,18,Diamond,Cake
3046,19,Cake,Bowl
3056,0,START,Pickaxe
3056,1,Pickaxe,Arrow
3056,2,Arrow,Bone
3056,3,Bone,Egg
3056,4,Egg,Diamond
3056,5,Diamond,Bowl
3056,6,Bowl,Cake
3056,7,Cake,Apple
3056,8,Apple,Bread
3056,9,Bread,Brick
3056,10,Brick,Book
3056,11,Book,Arrow
3056,12,Arrow,Pickaxe
3056,13,Pickaxe,Bone
3056,14,Bone,Egg
3056,15,Egg,Egg
3056,16,Egg,Bone
3056,17,Bone,Pickaxe
3056,18,Pickaxe,Arrow
3056,19,Arrow,Book
3056,20,Book,Stick
4009,0,START,Bowl
4009,1,Bowl,Cake
4009,2,Cake,Bowl
4009,3,Bowl,Diamond
4009,4,Diamond,Pickaxe
4009,5,Pickaxe,Stick
4009,6,Stick,Bone
4009,7,Bone,Egg
4009,8,Egg,Bone
4009,9,Bone,Egg
4009,10,Egg,Diamond
4009,11,Diamond,Pickaxe
4009,12,Pickaxe,Bone
4009,13,Bone,Arrow
4009,14,Arrow,Book
4009,15,Book,Brick
4009,16,Brick,Bread
4009,17,Bread,Cake
4015,0,START,Pickaxe
4015,1,Pickaxe,Bone
4015,2,Bone,Arrow
4015,3,Arrow,Egg
4015,4,Egg,Diamond
4015,5,Diamond,Stick
4015,6,Stick,Book
4015,7,Book,Brick
4015,8,Brick,Bread
4015,9,Bread,Apple
4015,10,Apple,Diamond
4015,11,Diamond,Bone
4015,12,Bone,Cake
4015,13,Cake,Bread
4015,14,Bread,Arrow
4015,15,Arrow,Stick
4015,16,Stick,Pickaxe
4023,0,START,Egg
4023,1,Egg,Diamond
4023,2,Diamond,Cake
4023,3,Cake,Bowl
4023,4,Bowl,Apple
4023,5,Apple,Bread
4023,6,Bread,Bread
4023,7,Bread,Brick
4023,8,Brick,Book
4023,9,Book,Stick
4023,10,Stick,Arrow
4023,11,Arrow,Pickaxe
4023,12,Pickaxe,Pickaxe
4023,13,Pickaxe,Bone
4025,0,START,Pickaxe
4025,1,Pickaxe,Bone
4025,2,Bone,Egg
4025,3,Egg,Pickaxe
4025,4,Pickaxe,Apple
4025,5,Apple,Cake
4025,6,Cake,Bread
4025,7,Bread,Bowl
4025,8,Bowl,Diamond
4025,9,Diamond,Cake
4025,10,Cake,Egg
4025,11,Egg,Pickaxe
4026,0,START,Pickaxe
4026,1,Pickaxe,Bone
4026,2,Bone,Egg
4026,3,Egg,Diamond
4026,4,Diamond,Bowl
4026,5,Bowl,Cake
4026,6,Cake,Apple
4026,7,Apple,Bread
4026,8,Bread,Brick
4026,9,Brick,Book
4026,10,Book,Stick
4026,11,Stick,Arrow
4029,0,START,Pickaxe
4029,1,Pickaxe,Stick
4029,2,Stick,Book
4029,3,Book,Brick
4029,4,Brick,Brick
4029,5,Brick,Book
4029,6,Book,Bread
4029,7,Bread,Cake
4029,8,Cake,Bowl
4029,9,Bowl,Apple
4029,10,Apple,Diamond
4029,11,Diamond,Egg
4029,12,Egg,Bone
4029,13,Bone,Pickaxe
4029,14,Pickaxe,Arrow
4030,0,START,Pickaxe
4030,1,Pickaxe,Stick
4030,2,Stick,Arrow
4030,3,Arrow,Book
4030,4,Book,Brick
4030,5,Brick,Brick
4030,6,Brick,Bread
4030,7,Bread,Apple
4030,8,Apple,Cake
4030,9,Cake,Bowl
4030,10,Bowl,Diamond
4030,11,Diamond,Egg
4030,12,Egg,Bone
4036,0,START,Pickaxe
4036,1,Pickaxe,Bone
4036,2,Bone,Egg
4036,3,Egg,Apple
4036,4,Apple,Cake
4036,5,Cake,Bowl
4036,6,Bowl,Diamond
4036,7,Diamond,Egg
4036,8,Egg,Bone
4036,9,Bone,Pickaxe
4036,10,Pickaxe,Stick
4036,11,Stick,Book
4036,12,Book,Brick
4036,13,Brick,Bread
4036,14,Bread,Cake
4036,15,Cake,Bread
4036,16,Bread,Brick
4036,17,Brick,Book
4036,18,Book,Arrow
4039,0,START,Pickaxe
4039,1,Pickaxe,Bone
4039,2,Bone,Egg
4039,3,Egg,Diamond
4039,4,Diamond,Bowl
4039,5,Bowl,Cake
4039,6,Cake,Apple
4039,7,Apple,Bread
4039,8,Bread,Book
4039,9,Book,Brick
4039,10,Brick,Brick
4039,11,Brick,Book
4039,12,Book,Stick
4039,13,Stick,Pickaxe
4039,14,Pickaxe,Arrow
4040,0,START,Pickaxe
4040,1,Pickaxe,Stick
4040,2,Stick,Book
4040,3,Book,Brick
4040,4,Brick,Bread
4040,5,Bread,Apple
4040,6,Apple,Bowl
4040,7,Bowl,Cake
4040,8,Cake,Diamond
4040,9,Diamond,Egg
4040,10,Egg,Bone
4040,11,Bone,Pickaxe
4040,12,Pickaxe,Egg
4040,13,Egg,Pickaxe
4040,14,Pickaxe,Book
4040,15,Book,Arrow
5004,0,START,Pickaxe
5004,1,Pickaxe,Bone
5004,2,Bone,Egg
5004,3,Egg,Diamond
5004,4,Diamond,Bowl
5004,5,Bowl,Cake
5004,6,Cake,Apple
5004,7,Apple,Stick
5004,8,Stick,Book
5004,9,Book,Brick
5004,10,Brick,Bread
5004,11,Bread,Apple
5004,12,Apple,Pickaxe
5004,13,Pickaxe,Stick
5004,14,Stick,Egg
5004,15,Egg,Bone
5027,0,START,Pickaxe
5027,1,Pickaxe,Bone
5027,2,Bone,Egg
5027,3,Egg,Diamond
5027,4,Diamond,Bowl
5027,5,Bowl,Cake
5027,6,Cake,Bread
5027,7,Bread,Brick
5027,8,Brick,Book
5027,9,Book,Book
5027,10,Book,Brick
5027,11,Brick,Arrow
5027,12,Arrow,Book
5027,13,Book,Apple
5027,14,Apple,Stick
5034,0,START,Diamond
5034,1,Diamond,Bowl
5034,2,Bowl,Cake
5034,3,Cake,Apple
5034,4,Apple,Pickaxe
5034,5,Pickaxe,Pickaxe
5034,6,Pickaxe,Bone
5034,7,Bone,Egg
5034,8,Egg,Diamond
5034,9,Diamond,Arrow
5034,10,Arrow,Stick
5034,11,Stick,Book
5034,12,Book,Brick
5034,13,Brick,Bread
5037,0,START,Pickaxe
5037,1,Pickaxe,Bone
5037,2,Bone,Egg
5037,3,Egg,Diamond
5037,4,Diamond,Bowl
5037,5,Bowl,Cake
5037,6,Cake,Apple
5037,7,Apple,Bread
5037,8,Bread,Brick
5037,9,Brick,Book
5037,10,Book,Stick
5037,11,Stick,Arrow
5043,0,START,Pickaxe
5043,1,Pickaxe,Bone
5043,2,Bone,Egg
5043,3,Egg,Pickaxe
5043,4,Pickaxe,Stick
5043,5,Stick,Book
5043,6,Book,Brick
5043,7,Brick,Bread
5043,8,Bread,Cake
5043,9,Cake,Bowl
5043,10,Bowl,Diamond
5043,11,Diamond,Egg
5043,12,Egg,Arrow
5043,13,Arrow,Book
5043,14,Book,Brick
5043,15,Brick,Bread
5043,16,Bread,Apple
5056,0,START,Pickaxe
5056,1,Pickaxe,Bone
5056,2,Bone,Egg
5056,3,Egg,Bowl
5056,4,Bowl,Cake
5056,5,Cake,Apple
5056,6,Apple,Stick
5056,7,Stick,Book
5056,8,Book,Brick
5056,9,Brick,Bread
5056,10,Bread,Apple
5056,11,Apple,Diamond
5056,12,Diamond,Egg
5056,13,Egg,Bone
5056,14,Bone,Arrow
5058,0,START,Pickaxe
5058,1,Pickaxe,Bone
5058,2,Bone,Egg
5058,3,Egg,Pickaxe
5058,4,Pickaxe,Diamond
5058,5,Diamond,Bowl
5058,6,Bowl,Apple
5058,7,Apple,Bread
5058,8,Bread,Brick
5058,9,Brick,Book
5058,10,Book,Brick
5058,11,Brick,Bread
5058,12,Bread,Cake
5058,13,Cake,Stick
5058,14,Stick,Book
5058,15,Book,Brick
5058,16,Brick,Bread
5058,17,Bread,Cake
5058,18,Cake,Diamond
5058,19,Diamond,Egg
5058,20,Egg,Bone
5058,21,Bone,Pickaxe
5058,22,Pickaxe,Stick
5058,23,Stick,Book
5058,24,Book,Brick
5058,25,Brick,Bread
5058,26,Bread,Apple
5058,27,Apple,Diamond
5058,28,Diamond,Cake
