df_name,segment_index,start_location,end_location,training
2241,10,Bottle,SpiderWeb,1
2241,11,SpiderWeb,Sword,1
2241,12,Sword,Torch,1
2241,13,Torch,Cookie,1
2241,14,Cookie,FlowerPot,1
2249,0,START,Anvil,1
2249,1,Anvil,Gold,1
2249,2,Gold,Mushroom,1
2249,3,Mushroom,Potato,1
2249,4,Potato,Window,1
2249,5,Window,Feather,1
2249,6,Feather,FlowerPot,1
2249,7,FlowerPot,Sword,1
2249,8,Sword,Torch,1
2249,9,Torch,SpiderWeb,1
2249,10,SpiderWeb,Bottle,1
2249,11,Bottle,Mushroom,1
2249,12,Mushroom,Gold,1
2249,13,Gold,Bottle,1
2249,14,Bottle,SpiderWeb,1
2249,15,SpiderWeb,Sword,1
2249,16,Sword,Torch,1
2249,17,Torch,Cookie,1
2250,0,START,Anvil,1
2250,1,Anvil,Gold,1
2250,2,Gold,Bottle,1
2250,3,Bottle,SpiderWeb,1
2250,4,SpiderWeb,Sword,1
2250,5,Sword,Torch,1
2250,6,Torch,FlowerPot,1
2250,7,FlowerPot,Feather,1
2250,8,Feather,Window,1
2250,9,Window,Mushroom,1
2250,10,Mushroom,Potato,1
2250,11,Potato,Cookie,1
2302,0,START,FlowerPot,1
2302,1,FlowerPot,Cookie,1
2302,2,Cookie,Feather,1
2302,3,Feather,Window,1
2302,4,Window,Potato,1
2302,5,Potato,Mushroom,1
2302,6,Mushroom,Anvil,1
2302,7,Anvil,Gold,1
2302,8,Gold,Bottle,1
2302,9,Bottle,SpiderWeb,1
2302,10,SpiderWeb,Sword,1
2302,11,Sword,Torch,1
2305,0,START,FlowerPot,1
2305,1,FlowerPot,Feather,1
2305,2,Feather,Cookie,1
2305,3,Cookie,Sword,1
2305,4,Sword,SpiderWeb,1
2305,5,SpiderWeb,Bottle,1
2305,6,Bottle,Mushroom,1
2305,7,Mushroom,Potato,1
2305,8,Potato,Anvil,1
2305,9,Anvil,Gold,1
2305,10,Gold,Bottle,1
2305,11,Bottle,SpiderWeb,1
2311,0,START,Anvil,1
2311,1,Anvil,Gold,1
2311,2,Gold,Bottle,1
2311,3,Bottle,SpiderWeb,1
2311,4,SpiderWeb,Sword,1
2311,5,Sword,Torch,1
2311,6,Torch,Cookie,1
2311,7,Cookie,Feather,1
2311,8,Feather,Window,1
2311,9,Window,Potato,1
2311,10,Potato,FlowerPot,1
2311,11,FlowerPot,Mushroom,1
2314,0,START,Anvil,1
2314,1,Anvil,SpiderWeb,1
2314,2,SpiderWeb,Torch,1
2314,3,Torch,Cookie,1
2314,4,Cookie,Feather,1
2314,5,Feather,Window,1
2314,6,Window,Potato,1
2314,7,Potato,Mushroom,1
2314,8,Mushroom,Gold,1
2314,9,Gold,Bottle,1
2314,10,Bottle,SpiderWeb,1
2314,11,SpiderWeb,Sword,1
2314,12,Sword,FlowerPot,1
2317,0,START,Anvil,1
2317,1,Anvil,Gold,1
2317,2,Gold,Bottle,1
2317,3,Bottle,SpiderWeb,1
2317,4,SpiderWeb,Torch,1
2317,5,Torch,FlowerPot,1
2317,6,FlowerPot,Feather,1
2317,7,Feather,Window,1
2317,8,Window,Potato,1
2317,9,Potato,Mushroom,1
2317,10,Mushroom,Gold,1
2317,11,Gold,Bottle,1
2317,12,Bottle,Sword,1
2317,13,Sword,FlowerPot,1
2317,14,FlowerPot,Feather,1
2317,15,Feather,Window,1
2317,16,Window,Potato,1
2317,17,Potato,Anvil,1
2317,18,Anvil,Gold,1
2317,19,Gold,Bottle,1
2317,20,Bottle,Sword,1
2317,21,Sword,Torch,1
2317,22,Torch,Cookie,1
2319,0,START,SpiderWeb,1
2319,1,SpiderWeb,Bottle,1
2319,2,Bottle,Sword,1
2319,3,Sword,FlowerPot,1
2319,4,FlowerPot,Feather,1
2319,5,Feather,Window,1
2319,6,Window,Potato,1
2319,7,Potato,Mushroom,1
2319,8,Mushroom,Gold,1
2319,9,Gold,Bottle,1
2319,10,Bottle,Gold,1
2319,11,Gold,Anvil,1
2319,12,Anvil,Mushroom,1
2319,13,Mushroom,Cookie,1
2319,14,Cookie,Torch,1
2321,0,START,Sword,1
2321,1,Sword,Torch,1
2321,2,Torch,FlowerPot,1
2321,3,FlowerPot,Cookie,1
2321,4,Cookie,Feather,1
2321,5,Feather,Window,1
2321,6,Window,Potato,1
2321,7,Potato,Anvil,1
2321,8,Anvil,Mushroom,1
2321,9,Mushroom,Gold,1
2321,10,Gold,Bottle,1
2321,11,Bottle,SpiderWeb,1
2323,0,START,Anvil,1
2323,1,Anvil,Gold,1
2323,2,Gold,Bottle,1
2323,3,Bottle,SpiderWeb,1
2323,4,SpiderWeb,Sword,1
2323,5,Sword,Torch,1
2323,6,Torch,Sword,1
2323,7,Sword,Cookie,1
2323,8,Cookie,Feather,1
4014,0,START,FlowerPot,1
4014,1,FlowerPot,Cookie,1
4014,2,Cookie,Feather,1
4014,3,Feather,Torch,1
4014,4,Torch,SpiderWeb,1
4014,5,SpiderWeb,Bottle,1
4014,6,Bottle,Mushroom,1
4014,7,Mushroom,Potato,1
4014,8,Potato,Window,1
4014,9,Window,Feather,1
4014,10,Feather,Anvil,1
4014,11,Anvil,Window,1
4014,12,Window,Gold,1
4014,13,Gold,Bottle,1
4014,14,Bottle,SpiderWeb,1
4014,15,SpiderWeb,Sword,1
4037,0,START,Anvil,1
4037,1,Anvil,Gold,1
4037,2,Gold,Bottle,1
4037,3,Bottle,SpiderWeb,1
4037,4,SpiderWeb,Sword,1
4037,5,Sword,Torch,1
4037,6,Torch,Torch,1
4037,7,Torch,FlowerPot,1
4037,8,FlowerPot,Bottle,1
4037,9,Bottle,SpiderWeb,1
4037,10,SpiderWeb,Sword,1
4037,11,Sword,Torch,1
4037,12,Torch,FlowerPot,1
4037,13,FlowerPot,Cookie,1
4037,14,Cookie,Feather,1
4037,15,Feather,Window,1
4037,16,Window,Potato,1
4037,17,Potato,Anvil,1
4037,18,Anvil,Gold,1
4037,19,Gold,Bottle,1
4037,20,Bottle,SpiderWeb,1
4037,21,SpiderWeb,Sword,1
4037,22,Sword,Torch,1
4037,23,Torch,Cookie,1
4037,24,Cookie,FlowerPot,1
4037,25,FlowerPot,Feather,1
4037,26,Feather,Window,1
4037,27,Window,Potato,1
4037,28,Potato,Mushroom,1
4042,0,START,FlowerPot,1
4042,1,FlowerPot,Cookie,1
4042,2,Cookie,Feather,1
4042,3,Feather,Window,1
4042,4,Window,Potato,1
4042,5,Potato,Mushroom,1
4042,6,Mushroom,Gold,1
4042,7,Gold,Bottle,1
4042,8,Bottle,SpiderWeb,1
4042,9,SpiderWeb,Sword,1
4042,10,Sword,Torch,1
4042,11,Torch,Cookie,1
4042,12,Cookie,Feather,1
4042,13,Feather,Potato,1
4042,14,Potato,Anvil,1
5011,0,START,Anvil,1
5011,1,Anvil,SpiderWeb,1
5011,2,SpiderWeb,Bottle,1
5011,3,Bottle,Mushroom,1
5011,4,Mushroom,Potato,1
5011,5,Potato,Gold,1
5011,6,Gold,Anvil,1
5011,7,Anvil,Window,1
5011,8,Window,Feather,1
5011,9,Feather,FlowerPot,1
5011,10,FlowerPot,Torch,1
5011,11,Torch,Cookie,1
5011,12,Cookie,Sword,1
5014,0,START,FlowerPot,1
5014,1,FlowerPot,Feather,1
5014,2,Feather,Window,1
5014,3,Window,Cookie,1
5014,4,Cookie,Torch,1
5014,5,Torch,Anvil,1
5014,6,Anvil,Mushroom,1
5016,0,START,FlowerPot,1
5016,1,FlowerPot,Cookie,1
5016,2,Cookie,Feather,1
5016,3,Feather,Window,1
5016,4,Window,Window,1
5016,5,Window,Potato,1
5016,6,Potato,Mushroom,1
5016,7,Mushroom,Gold,1
5016,8,Gold,Sword,1
5016,9,Sword,Torch,1
5016,10,Torch,FlowerPot,1
5016,11,FlowerPot,Anvil,1
5016,12,Anvil,Gold,1
5016,13,Gold,Anvil,1
5016,14,Anvil,Potato,1
5016,15,Potato,Window,1
5016,16,Window,Bottle,1
5016,17,Bottle,SpiderWeb,1
5020,0,START,FlowerPot,1
5020,1,FlowerPot,Cookie,1
5020,2,Cookie,Feather,1
5020,3,Feather,Window,1
5020,4,Window,Potato,1
5020,5,Potato,Mushroom,1
5020,6,Mushroom,Anvil,1
5020,7,Anvil,Gold,1
5020,8,Gold,Bottle,1
5020,9,Bottle,SpiderWeb,1
5020,10,SpiderWeb,Sword,1
5020,11,Sword,Torch,1
5032,0,START,Bottle,1
5032,1,Bottle,SpiderWeb,1
5032,2,SpiderWeb,FlowerPot,1
5032,3,FlowerPot,Feather,1
5032,4,Feather,Window,1
5032,5,Window,Potato,1
5032,6,Potato,Anvil,1
5032,7,Anvil,Gold,1
5032,8,Gold,FlowerPot,1
5032,9,FlowerPot,Sword,1
5032,10,Sword,Torch,1
5032,11,Torch,FlowerPot,1
5032,12,FlowerPot,Feather,1
5032,13,Feather,Window,1
5032,14,Window,Potato,1
5032,15,Potato,Mushroom,1
5032,16,Mushroom,Bottle,1
5032,17,Bottle,SpiderWeb,1
5032,18,SpiderWeb,Sword,1
5032,19,Sword,FlowerPot,1
5032,20,FlowerPot,Anvil,1
5032,21,Anvil,Gold,1
5032,22,Gold,Potato,1
5032,23,Potato,Window,1
5032,24,Window,Feather,1
5032,25,Feather,Cookie,1
5050,0,START,Anvil,1
5050,1,Anvil,Gold,1
5050,2,Gold,Bottle,1
5050,3,Bottle,SpiderWeb,1
5050,4,SpiderWeb,Sword,1
5050,5,Sword,Torch,1
5050,6,Torch,Cookie,1
5050,7,Cookie,Feather,1
5050,8,Feather,Window,1
5050,9,Window,Potato,1
5050,10,Potato,Mushroom,1
5050,11,Mushroom,Gold,1
5050,12,Gold,FlowerPot,1
5063,0,START,SpiderWeb,1
5063,1,SpiderWeb,Bottle,1
5063,2,Bottle,Sword,1
5063,3,Sword,FlowerPot,1
5063,4,FlowerPot,Cookie,1
5063,5,Cookie,Feather,1
5063,6,Feather,Mushroom,1
5063,7,Mushroom,Mushroom,1
5063,8,Mushroom,Gold,1
5063,9,Gold,Sword,1
5063,10,Sword,FlowerPot,1
5063,11,FlowerPot,Cookie,1
5063,12,Cookie,Cookie,1
5063,13,Cookie,Feather,1
5063,14,Feather,Window,1
5063,15,Window,FlowerPot,1
5063,16,FlowerPot,Torch,1
5063,17,Torch,FlowerPot,1
5063,18,FlowerPot,Window,1
5063,19,Window,Feather,1
5063,20,Feather,Feather,1
5063,21,Feather,SpiderWeb,1
1118,0,START,FlowerPot,2
1118,1,FlowerPot,SpiderWeb,2
1118,2,SpiderWeb,Bottle,2
1118,3,Bottle,Gold,2
1118,4,Gold,Mushroom,2
1118,5,Mushroom,Potato,2
1118,6,Potato,Window,2
1118,7,Window,Anvil,2
1118,8,Anvil,Gold,2
1118,9,Gold,Bottle,2
1118,10,Bottle,SpiderWeb,2
1118,11,SpiderWeb,Sword,2
1118,12,Sword,Torch,2
1118,13,Torch,Torch,2
1118,14,Torch,Cookie,2
1118,15,Cookie,Window,2
1118,16,Window,FlowerPot,2
1118,17,FlowerPot,SpiderWeb,2
1118,18,SpiderWeb,Sword,2
1118,19,Sword,Torch,2
1118,20,Torch,Sword,2
1118,21,Sword,Feather,2
2017,0,START,FlowerPot,2
2017,1,FlowerPot,Cookie,2
2017,2,Cookie,Torch,2
2017,3,Torch,Torch,2
2017,4,Torch,FlowerPot,2
2017,5,FlowerPot,SpiderWeb,2
2017,6,SpiderWeb,Bottle,2
2017,7,Bottle,Gold,2
2017,8,Gold,Sword,2
2017,9,Sword,FlowerPot,2
2017,10,FlowerPot,Feather,2
2017,11,Feather,Mushroom,2
2017,12,Mushroom,Gold,2
2017,13,Gold,Bottle,2
2017,14,Bottle,SpiderWeb,2
2017,15,SpiderWeb,Sword,2
2017,16,Sword,Torch,2
2020,0,START,FlowerPot,2
2020,1,FlowerPot,FlowerPot,2
2020,2,FlowerPot,Sword,2
2020,3,Sword,FlowerPot,2
2020,4,FlowerPot,Cookie,2
2020,5,Cookie,Feather,2
2020,6,Feather,Window,2
2020,7,Window,Anvil,2
2020,8,Anvil,Gold,2
2020,9,Gold,Bottle,2
2020,10,Bottle,SpiderWeb,2
2020,11,SpiderWeb,Sword,2
2020,12,Sword,Torch,2
2020,13,Torch,FlowerPot,2
2020,14,FlowerPot,FlowerPot,2
2020,15,FlowerPot,Feather,2
2020,16,Feather,Window,2
2020,17,Window,Potato,2
2020,18,Potato,Anvil,2
2020,19,Anvil,Gold,2
2020,20,Gold,Bottle,2
2020,21,Bottle,SpiderWeb,2
2020,22,SpiderWeb,Sword,2
2020,23,Sword,FlowerPot,2
2020,24,FlowerPot,Window,2
2020,25,Window,Feather,2
2020,26,Feather,Mushroom,2
2022,0,START,FlowerPot,2
2022,1,FlowerPot,Cookie,2
2022,2,Cookie,Feather,2
2022,3,Feather,Window,2
2022,4,Window,Mushroom,2
2022,5,Mushroom,Gold,2
2022,6,Gold,Bottle,2
2022,7,Bottle,SpiderWeb,2
2022,8,SpiderWeb,Torch,2
2022,9,Torch,Sword,2
2022,10,Sword,FlowerPot,2
2022,11,FlowerPot,Feather,2
2022,12,Feather,Cookie,2
2022,13,Cookie,FlowerPot,2
2022,14,FlowerPot,Torch,2
2022,15,Torch,Mushroom,2
2022,16,Mushroom,Feather,2
2027,0,START,FlowerPot,2
2027,1,FlowerPot,Cookie,2
2027,2,Cookie,Feather,2
2027,3,Feather,Torch,2
2027,4,Torch,SpiderWeb,2
2027,5,SpiderWeb,Bottle,2
2027,6,Bottle,Mushroom,2
2027,7,Mushroom,Potato,2
2027,8,Potato,Window,2
2027,9,Window,Anvil,2
2027,10,Anvil,Gold,2
2027,11,Gold,Sword,2
2032,0,START,FlowerPot,2
2032,1,FlowerPot,Feather,2
2032,2,Feather,Cookie,2
2032,3,Cookie,Torch,2
2032,4,Torch,Sword,2
2032,5,Sword,SpiderWeb,2
2032,6,SpiderWeb,Bottle,2
2032,7,Bottle,Gold,2
2032,8,Gold,Anvil,2
2032,9,Anvil,Mushroom,2
2032,10,Mushroom,Potato,2
2032,11,Potato,Window,2
2041,0,START,FlowerPot,2
2041,1,FlowerPot,Cookie,2
2041,2,Cookie,Feather,2
2041,3,Feather,Window,2
2041,4,Window,Potato,2
2041,5,Potato,Mushroom,2
2041,6,Mushroom,Anvil,2
2041,7,Anvil,Gold,2
2041,8,Gold,Bottle,2
