df_name,segment_index,start_location,end_location,training
2088,4,PumpkinPie,Saddle,1
2088,5,Saddle,Boat,1
2088,6,Boat,Record,1
2088,7,Record,Fish,1
2088,8,Fish,Coal,1
2088,9,Coal,Roses,1
2089,0,START,Bed,1
2089,1,Bed,Saddle,1
2089,2,Saddle,Boat,1
2089,3,Boat,Record,1
2089,4,Record,Fish,1
2089,5,Fish,Coal,1
2089,6,Coal,Roses,1
2089,7,Roses,Pants,1
2089,8,Pants,String,1
2089,9,String,Steak,1
2089,10,Steak,Shovel,1
2089,11,Shovel,PumpkinPie,1
2091,0,START,Boat,1
2091,1,Boat,Saddle,1
2091,2,Saddle,Bed,1
2091,3,Bed,Saddle,1
2091,4,Saddle,PumpkinPie,1
2091,5,PumpkinPie,PumpkinPie,1
2091,6,PumpkinPie,Boat,1
2091,7,Boat,Fish,1
2091,8,Fish,Fish,1
2091,9,Fish,Coal,1
2091,10,Coal,Roses,1
2091,11,Roses,Pants,1
2091,12,Pants,Record,1
2091,13,Record,Bed,1
2092,0,START,Bed,1
2092,1,Bed,Saddle,1
2092,2,Saddle,PumpkinPie,1
2092,3,PumpkinPie,Boat,1
2092,4,Boat,Saddle,1
2092,5,Saddle,Record,1
2092,6,Record,Pants,1
2092,7,Pants,Roses,1
2092,8,Roses,Coal,1
2092,9,Coal,Fish,1
2092,10,Fish,Coal,1
2092,11,Coal,Pants,1
2092,12,Pants,Bed,1
2093,0,START,Bed,1
2093,1,Bed,Saddle,1
2093,2,Saddle,Shovel,1
2093,3,Shovel,Steak,1
2093,4,Steak,String,1
2093,5,String,Roses,1
2093,6,Roses,Coal,1
2093,7,Coal,Pants,1
2093,8,Pants,Fish,1
2093,9,Fish,Record,1
2093,10,Record,Boat,1
2093,11,Boat,Saddle,1
2093,12,Saddle,PumpkinPie,1
2094,0,START,Bed,1
2094,1,Bed,Shovel,1
2094,2,Shovel,Saddle,1
2094,3,Saddle,Boat,1
2094,4,Boat,String,1
2094,5,String,Steak,1
2094,6,Steak,Shovel,1
2094,7,Shovel,Record,1
2094,8,Record,Roses,1
2094,9,Roses,Coal,1
2094,10,Coal,Fish,1
2094,11,Fish,Pants,1
2094,12,Pants,String,1
2094,13,String,Saddle,1
2094,14,Saddle,Boat,1
2094,15,Boat,Boat,1
2096,0,START,Bed,1
2096,1,Bed,Shovel,1
2096,2,Shovel,Saddle,1
2096,3,Saddle,Boat,1
2096,4,Boat,Saddle,1
2096,5,Saddle,PumpkinPie,1
2096,6,PumpkinPie,Bed,1
2096,7,Bed,String,1
2096,8,String,Roses,1
2096,9,Roses,Pants,1
2096,10,Pants,Fish,1
2096,11,Fish,Fish,1
2096,12,Fish,Saddle,1
2096,13,Saddle,Bed,1
2096,14,Bed,Shovel,1
2096,15,Shovel,Steak,1
2096,16,Steak,String,1
2096,17,String,Coal,1
2096,18,Coal,Fish,1
2096,19,Fish,Pants,1
2096,20,Pants,Roses,1
2096,21,Roses,Coal,1
2096,22,Coal,Pants,1
2096,23,Pants,Bed,1
2096,24,Bed,Shovel,1
2096,25,Shovel,Saddle,1
2098,0,START,Bed,1
2098,1,Bed,Bed,1
2098,2,Bed,Shovel,1
2098,3,Shovel,Steak,1
2098,4,Steak,String,1
2098,5,String,Roses,1
2098,6,Roses,Coal,1
2098,7,Coal,Fish,1
2098,8,Fish,Pants,1
2098,9,Pants,Record,1
2098,10,Record,Fish,1
2098,11,Fish,Record,1
2098,12,Record,Saddle,1
2098,13,Saddle,Bed,1
2099,0,START,Boat,1
2099,1,Boat,Record,1
2099,2,Record,Fish,1
2099,3,Fish,Coal,1
2099,4,Coal,Roses,1
2099,5,Roses,Pants,1
2099,6,Pants,String,1
2099,7,String,Steak,1
2099,8,Steak,Shovel,1
2099,9,Shovel,PumpkinPie,1
2099,10,PumpkinPie,Saddle,1
2099,11,Saddle,Bed,1
2100,0,START,Boat,1
2100,1,Boat,Record,1
2100,2,Record,Saddle,1
2100,3,Saddle,PumpkinPie,1
2100,4,PumpkinPie,Shovel,1
2100,5,Shovel,Steak,1
2100,6,Steak,String,1
2100,7,String,Bed,1
2100,8,Bed,Saddle,1
2100,9,Saddle,String,1
2100,10,String,Pants,1
2100,11,Pants,Coal,1
2100,12,Coal,Fish,1
2100,13,Fish,Pants,1
2100,14,Pants,Roses,1
2101,0,START,String,1
2101,1,String,Steak,1
2101,2,Steak,Shovel,1
2101,3,Shovel,PumpkinPie,1
2101,4,PumpkinPie,Saddle,1
2101,5,Saddle,Bed,1
2101,6,Bed,Boat,1
2101,7,Boat,Record,1
2101,8,Record,Fish,1
2101,9,Fish,Coal,1
2101,10,Coal,Roses,1
2101,11,Roses,Pants,1
2109,0,START,Record,1
2109,1,Record,Boat,1
2109,2,Boat,PumpkinPie,1
2109,3,PumpkinPie,Saddle,1
2109,4,Saddle,Bed,1
2109,5,Bed,Shovel,1
2109,6,Shovel,Steak,1
2109,7,Steak,String,1
2109,8,String,Roses,1
2109,9,Roses,Pants,1
2109,10,Pants,Coal,1
2109,11,Coal,Fish,1
2110,0,START,Bed,1
2110,1,Bed,Saddle,1
2110,2,Saddle,PumpkinPie,1
2110,3,PumpkinPie,Shovel,1
2110,4,Shovel,Steak,1
2110,5,Steak,String,1
2110,6,String,Coal,1
2110,7,Coal,Roses,1
2110,8,Roses,Coal,1
2110,9,Coal,Pants,1
2110,10,Pants,Fish,1
2110,11,Fish,Record,1
2110,12,Record,Boat,1
2130,0,START,Boat,1
2130,1,Boat,Record,1
2130,2,Record,Saddle,1
2130,3,Saddle,PumpkinPie,1
2130,4,PumpkinPie,Bed,1
2130,5,Bed,Shovel,1
2130,6,Shovel,Steak,1
2130,7,Steak,String,1
2130,8,String,Shovel,1
2130,9,Shovel,PumpkinPie,1
2130,10,PumpkinPie,Saddle,1
2130,11,Saddle,Boat,1
2130,12,Boat,Record,1
2130,13,Record,Fish,1
2130,14,Fish,Pants,1
2130,15,Pants,Coal,1
2130,16,Coal,Fish,1
2133,0,START,Bed,1
2133,1,Bed,Saddle,1
2133,2,Saddle,Boat,1
2133,3,Boat,Record,1
2133,4,Record,Fish,1
2133,5,Fish,Coal,1
2133,6,Coal,Roses,1
2133,7,Roses,Pants,1
2133,8,Pants,Pants,1
2133,9,Pants,String,1
2133,10,String,Steak,1
2133,11,Steak,Shovel,1
2133,12,Shovel,PumpkinPie,1
2136,0,START,Record,1
2136,1,Record,Boat,1
2136,2,Boat,Coal,1
2136,3,Coal,Pants,1
2136,4,Pants,Roses,1
2136,5,Roses,String,1
2136,6,String,Steak,1
2136,7,Steak,Shovel,1
2136,8,Shovel,Bed,1
2136,9,Bed,Saddle,1
2136,10,Saddle,PumpkinPie,1
2136,11,PumpkinPie,Fish,1
2244,0,START,Bed,1
2244,1,Bed,Saddle,1
2244,2,Saddle,Shovel,1
2244,3,Shovel,Steak,1
2244,4,Steak,String,1
2244,5,String,Roses,1
2244,6,Roses,Coal,1
2244,7,Coal,Pants,1
2244,8,Pants,Record,1
2244,9,Record,Boat,1
2244,10,Boat,Saddle,1
2244,11,Saddle,PumpkinPie,1
2244,12,PumpkinPie,Bed,1
2244,13,Bed,Shovel,1
2244,14,Shovel,Steak,1
2301,0,START,Boat,1
2301,1,Boat,Saddle,1
2301,2,Saddle,PumpkinPie,1
2301,3,PumpkinPie,Bed,1
2301,4,Bed,Shovel,1
2301,5,Shovel,Steak,1
2301,6,Steak,String,1
2301,7,String,Coal,1
2301,8,Coal,Roses,1
2301,9,Roses,String,1
2301,10,String,Steak,1
2301,11,Steak,Shovel,1
2301,12,Shovel,Fish,1
2301,13,Fish,Pants,1
2301,14,Pants,Roses,1
2301,15,Roses,Coal,1
2301,16,Coal,Pants,1
2301,17,Pants,Shovel,1
2301,18,Shovel,PumpkinPie,1
2301,19,PumpkinPie,Pants,1
2301,20,Pants,Roses,1
2301,21,Roses,Pants,1
2301,22,Pants,Bed,1
2301,23,Bed,Shovel,1
4006,0,START,Roses,1
4006,1,Roses,Pants,1
4006,2,Pants,Pants,1
4006,3,Pants,Coal,1
4006,4,Coal,String,1
4006,5,String,Steak,1
4006,6,Steak,Shovel,1
4006,7,Shovel,Bed,1
4006,8,Bed,Saddle,1
4006,9,Saddle,PumpkinPie,1
4006,10,PumpkinPie,Boat,1
4006,11,Boat,Record,1
4006,12,Record,Fish,1
4032,0,START,Bed,1
4032,1,Bed,Saddle,1
4032,2,Saddle,Shovel,1
4032,3,Shovel,Steak,1
4032,4,Steak,Coal,1
4032,5,Coal,Roses,1
4032,6,Roses,Pants,1
4032,7,Pants,Fish,1
4032,8,Fish,Record,1
4032,9,Record,Saddle,1
4032,10,Saddle,Boat,1
4032,11,Boat,Record,1
4032,12,Record,PumpkinPie,1
4032,13,PumpkinPie,Shovel,1
4032,14,Shovel,Steak,1
4032,15,Steak,Bed,1
4032,16,Bed,Steak,1
4043,0,START,Saddle,1
4043,1,Saddle,Boat,1
4043,2,Boat,Record,1
4043,3,Record,Pants,1
4043,4,Pants,Roses,1
4043,5,Roses,Coal,1
4043,6,Coal,String,1
4043,7,String,Steak,1
4043,8,Steak,Shovel,1
4043,9,Shovel,PumpkinPie,1
4043,10,PumpkinPie,Saddle,1
4043,11,Saddle,Bed,1
4043,12,Bed,String,1
4043,13,String,Fish,1
5008,0,START,Boat,1
5008,1,Boat,Record,1
5008,2,Record,Saddle,1
5008,3,Saddle,PumpkinPie,1
5008,4,PumpkinPie,Bed,1
5008,5,Bed,String,1
5008,6,String,Steak,1
5008,7,Steak,Shovel,1
5008,8,Shovel,Saddle,1
5008,9,Saddle,Record,1
5008,10,Record,Fish,1
5008,11,Fish,Pants,1
5008,12,Pants,Roses,1
5008,13,Roses,Coal,1
5009,0,START,Bed,1
5009,1,Bed,Saddle,1
5009,2,Saddle,Boat,1
5009,3,Boat,Record,1
5009,4,Record,PumpkinPie,1
5009,5,PumpkinPie,Shovel,1
5009,6,Shovel,Steak,1
5009,7,Steak,String,1
5009,8,String,Roses,1
5009,9,Roses,Coal,1
5009,10,Coal,Pants,1
5009,11,Pants,Fish,1
5012,0,START,Bed,1
5012,1,Bed,Saddle,1
5012,2,Saddle,PumpkinPie,1
5012,3,PumpkinPie,Shovel,1
5012,4,Shovel,Steak,1
5012,5,Steak,String,1
5012,6,String,Pants,1
5012,7,Pants,Fish,1
5012,8,Fish,Record,1
5012,9,Record,Saddle,1
5012,10,Saddle,PumpkinPie,1
5012,11,PumpkinPie,Bed,1
5012,12,Bed,Shovel,1
5012,13,Shovel,Steak,1
5012,14,Steak,String,1
5012,15,String,Bed,1
5012,16,Bed,Boat,1
5012,17,Boat,Record,1
5012,18,Record,Pants,1
5012,19,Pants,Roses,1
5012,20,Roses,Pants,1
5012,21,Pants,Coal,1
5018,0,START,Bed,1
5018,1,Bed,Shovel,1
5018,2,Shovel,Steak,1
5018,3,Steak,String,1
5018,4,String,Roses,1
5018,5,Roses,Coal,1
5018,6,Coal,Pants,1
5018,7,Pants,Fish,1
5018,8,Fish,Record,1
5018,9,Record,Record,1
5018,10,Record,Boat,1
5018,11,Boat,Saddle,1
5018,12,Saddle,Bed,1
5018,13,Bed,Shovel,1
5018,14,Shovel,PumpkinPie,1
5025,0,START,Bed,1
5025,1,Bed,Saddle,1
5025,2,Saddle,PumpkinPie,1
5025,3,PumpkinPie,Boat,1
5025,4,Boat,Record,1
5025,5,Record,Pants,1
5025,6,Pants,Roses,1
5025,7,Roses,Coal,1
5025,8,Coal,Fish,1
5025,9,Fish,Record,1
5025,10,Record,Saddle,1
5025,11,Saddle,Bed,1
5025,12,Bed,Shovel,1
5025,13,Shovel,Steak,1
5025,14,Steak,String,1
5035,0,START,Boat,1
5035,1,Boat,Record,1
5035,2,Record,Fish,1
5035,3,Fish,Pants,1
5035,4,Pants,Roses,1
5035,5,Roses,Coal,1
5035,6,Coal,String,1
5035,7,String,Steak,1
5035,8,Steak,Shovel,1
5035,9,Shovel,String,1
5035,10,String,Bed,1
5035,11,Bed,Saddle,1
5035,12,Saddle,Boat,1
5035,13,Boat,PumpkinPie,1
5047,0,START,Bed,1
5047,1,Bed,Shovel,1
5047,2,Shovel,Steak,1
5047,3,Steak,String,1
5047,4,String,Coal,1
5047,5,Coal,Roses,1
5047,6,Roses,Pants,1
5047,7,Pants,Fish,1
5047,8,Fish,Record,1
5047,9,Record,Boat,1
5047,10,Boat,Saddle,1
5047,11,Saddle,Bed,1
5047,12,Bed,PumpkinPie,1
5054,0,START,Boat,1
5054,1,Boat,Record,1
5054,2,Record,Saddle,1
5054,3,Saddle,PumpkinPie,1
5054,4,PumpkinPie,Saddle,1
5054,5,Saddle,Bed,1
5054,6,Bed,Shovel,1
5054,7,Shovel,String,1
5054,8,String,Steak,1
5054,9,Steak,Shovel,1
5054,10,Shovel,Fish,1
5054,11,Fish,Pants,1
5054,12,Pants,Roses,1
5054,13,Roses,Pants,1
5064,0,START,Bed,1
5064,1,Bed,Saddle,1
5064,2,Saddle,PumpkinPie,1
5064,3,PumpkinPie,Boat,1
5064,4,Boat,Record,1
5064,5,Record,Fish,1
5064,6,Fish,Coal,1
5064,7,Coal,Roses,1
5064,8,Roses,Pants,1
5064,9,Pants,String,1
5064,10,String,Steak,1
5064,11,Steak,Shovel,1
1116,0,START,Boat,2
1116,1,Boat,Record,2
1116,2,Record,Fish,2
1116,3,Fish,Coal,2
1116,4,Coal,Roses,2
1116,5,Roses,Pants,2
1116,6,Pants,String,2
1116,7,String,Steak,2
1116,8,Steak,Shovel,2
1116,9,Shovel,PumpkinPie,2
1116,10,PumpkinPie,Saddle,2
1116,11,Saddle,Bed,2
1119,0,START,Record,2
1119,1,Record,Boat,2
1119,2,Boat,Saddle,2
1119,3,Saddle,PumpkinPie,2
1119,4,PumpkinPie,Shovel,2
1119,5,Shovel,Shovel,2
1119,6,Shovel,Steak,2
1119,7,Steak,String,2
1119,8,String,Roses,2
1119,9,Roses,Pants,2
1119,10,Pants,Coal,2
1119,11,Coal,String,2
1119,12,String,Steak,2
1119,13,Steak,String,2
1119,14,String,Coal,2
1119,15,Coal,Fish,2
1119,16,Fish,Saddle,2
1119,17,Saddle,Bed,2
2025,0,START,Bed,2
2025,1,Bed,Saddle,2
2025,2,Saddle,Boat,2
2025,3,Boat,Record,2
2025,4,Record,Bed,2
2025,5,Bed,String,2
2025,6,String,Steak,2
2025,7,Steak,Shovel,2
2025,8,Shovel,Saddle,2
2025,9,Saddle,String,2
2025,10,String,Roses,2
2025,11,Roses,Pants,2
2025,12,Pants,Fish,2
2025,13,Fish,Coal,2
2025,14,Coal,Pants,2
2025,15,Pants,String,2
2025,16,String,Saddle,2
2025,17,Saddle,PumpkinPie,2
2028,0,START,Record,2
2028,1,Record,Boat,2
2028,2,Boat,Saddle,2
2028,3,Saddle,Bed,2
2028,4,Bed,Shovel,2
2028,5,Shovel,Steak,2
2028,6,Steak,String,2
2028,7,String,Coal,2
2028,8,Coal,Fish,2
2028,9,Fish,Record,2
2028,10,Record,Boat,2
2028,11,Boat,Saddle,2
2028,12,Saddle,Shovel,2
2028,13,Shovel,Steak,2
2028,14,Steak,Coal,2
2028,15,Coal,Fish,2
2033,0,START,Bed,2
2033,1,Bed,Saddle,2
2033,2,Saddle,Boat,2
2033,3,Boat,Record,2
2033,4,Record,Fish,2
2033,5,Fish,Coal,2
2033,6,Coal,Roses,2
2033,7,Roses,Pants,2
2033,8,Pants,Bed,2
2033,9,Bed,Saddle,2
2033,10,Saddle,Shovel,2
2033,11,Shovel,Boat,2
2033,12,Boat,Record,2
2033,13,Record,Roses,2
2033,14,Roses,String,2
2042,0,START,Fish,2
2042,1,Fish,Record,2
2042,2,Record,Boat,2
2042,3,Boat,Saddle,2
2042,4,Saddle,Bed,2
2042,5,Bed,Shovel,2
2042,6,Shovel,Steak,2
2042,7,Steak,String,2
2042,8,String,Roses,2
2042,9,Roses,Pants,2
2042,10,Pants,Coal,2
2042,11,Coal,Pants,2
2042,12,Pants,Fish,2
2042,13,Fish,Coal,2
2042,14,Coal,Roses,2
2042,15,Roses,Pants,2
2042,16,Pants,Record,2
2042,17,Record,Boat,2
2042,18,Boat,Saddle,2
2042,19,Saddle,PumpkinPie,2
2052,0,START,Boat,2
2052,1,Boat,Record,2
2052,2,Record,Bed,2
2052,3,Bed,Saddle,2
2052,4,Saddle,Shovel,2
2052,5,Shovel,Steak,2
2052,6,Steak,String,2
2052,7,String,Roses,2
2052,8,Roses,Pants,2
2052,9,Pants,Fish,2
2052,10,Fish,Coal,2
2052,11,Coal,Bed,2
2052,12,Bed,Saddle,2
2052,13,Saddle,String,2
2052,14,String,Record,2
2052,15,Record,Saddle,2
2052,16,Saddle,Shovel,2
2052,17,Shovel,Steak,2
2052,18,Steak,Saddle,2
2052,19,Saddle,Bed,2
2052,20,Bed,PumpkinPie,2
2060,0,START,Bed,2
2060,1,Bed,Pants,2
2060,2,Pants,Fish,2
2060,3,Fish,Pants,2
2060,4,Pants,Roses,2
2060,5,Roses,Coal,2
2060,6,Coal,Roses,2
2060,7,Roses,Bed,2
2060,8,Bed,String,2
2060,9,String,Steak,2
2060,10,Steak,Shovel,2
2060,11,Shovel,PumpkinPie,2
2060,12,PumpkinPie,Saddle,2
2060,13,Saddle,Bed,2
2060,14,Bed,Roses,2
2060,15,Roses,Pants,2
2060,16,Pants,Bed,2
2060,17,Bed,Boat,2
2060,18,Boat,Record,2
2067,0,START,Boat,2
2067,1,Boat,Record,2
2067,2,Record,Pants,2
2067,3,Pants,Roses,2
2067,4,Roses,Coal,2
2067,5,Coal,Fish,2
2067,6,Fish,Record,2
2067,7,Record,Saddle,2
2067,8,Saddle,PumpkinPie,2
2067,9,PumpkinPie,Bed,2
2067,10,Bed,Shovel,2
2067,11,Shovel,Steak,2
2067,12,Steak,String,2
2074,0,START,Bed,2
2074,1,Bed,Saddle,2
2074,2,Saddle,PumpkinPie,2
2074,3,PumpkinPie,Bed,2
2074,4,Bed,String,2
2074,5,String,Steak,2
2074,6,Steak,Shovel,2
2074,7,Shovel,Record,2
2074,8,Record,Boat,2
2074,9,Boat,Roses,2
2074,10,Roses,Pants,2
2074,11,Pants,Coal,2
2074,12,Coal,Fish,2
2077,0,START,Bed,2
2077,1,Bed,String,2
2077,2,String,Steak,2
2077,3,Steak,Shovel,2
2077,4,Shovel,Bed,2
2077,5,Bed,Shovel,2
2077,6,Shovel,Saddle,2
2077,7,Saddle,PumpkinPie,2
2077,8,PumpkinPie,PumpkinPie,2
2077,9,PumpkinPie,Saddle,2
2077,10,Saddle,PumpkinPie,2
2077,11,PumpkinPie,Boat,2
2077,12,Boat,Record,2
2077,13,Record,Pants,2
2077,14,Pants,Coal,2
2077,15,Coal,Roses,2
2077,16,Roses,Boat,2
2077,17,Boat,PumpkinPie,2
2077,18,PumpkinPie,Saddle,2
2077,19,Saddle,Bed,2
2077,20,Bed,Shovel,2
2077,21,Shovel,Saddle,2
2079,0,START,Bed,2
2079,1,Bed,Saddle,2
2079,2,Saddle,PumpkinPie,2
2079,3,PumpkinPie,Shovel,2
2079,4,Shovel,Bed,2
2079,5,Bed,Boat,2
2079,6,Boat,Record,2
2079,7,Record,Fish,2
2079,8,Fish,Coal,2
2079,9,Coal,Pants,2
2079,10,Pants,Roses,2
2079,11,Roses,Bed,2
2079,12,Bed,Saddle,2
2079,13,Saddle,Coal,2
2079,14,Coal,Roses,2
2079,15,Roses,Steak,2
2079,16,Steak,Shovel,2
2079,17,Shovel,Fish,2
2079,18,Fish,Saddle,2
2079,19,Saddle,Steak,2
2079,20,Steak,String,2
2086,0,START,Record,2
2086,1,Record,Boat,2
2086,2,Boat,Saddle,2
2086,3,Saddle,PumpkinPie,2
2086,4,PumpkinPie,Bed,2
2086,5,Bed,Steak,2
2086,6,Steak,String,2
2086,7,String,Shovel,2
2086,8,Shovel,Roses,2
2086,9,Roses,Pants,2
2086,10,Pants,Coal,2
2086,11,Coal,Coal,2
2086,12,Coal,Fish,2
2087,0,START,Bed,2
2087,1,Bed,Saddle,2
2087,2,Saddle,PumpkinPie,2
2087,3,PumpkinPie,Boat,2
2087,4,Boat,Saddle,2
2087,5,Saddle,Saddle,2
2087,6,Saddle,Bed,2
2087,7,Bed,String,2
2087,8,String,Pants,2
2087,9,Pants,Coal,2
2087,10,Coal,Fish,2
2087,11,Fish,Record,2
2087,12,Record,Boat,2
2087,13,Boat,Pants,2
2087,14,Pants,Roses,2
2087,15,Roses,Pants,2
2087,16,Pants,Fish,2
2087,17,Fish,Coal,2
2087,18,Coal,Roses,2
2087,19,Roses,Steak,2
2087,20,Steak,Shovel,2
2088,0,START,Bed,2
2088,1,Bed,Steak,2
2088,2,Steak,Shovel,2
2088,3,Shovel,PumpkinPie,2
