df_name,segment_index,start_location,end_location
2094,11,Fish,Pants
2094,12,Pants,String
2094,13,String,Saddle
2094,14,Saddle,Boat
2094,15,Boat,Boat
2096,0,START,Bed
2096,1,Bed,Shovel
2096,2,Shovel,Saddle
2096,3,Saddle,Boat
2096,4,Boat,Saddle
2096,5,Saddle,PumpkinPie
2096,6,PumpkinPie,Bed
2096,7,Bed,String
2096,8,String,Roses
2096,9,Roses,Pants
2096,10,Pants,Fish
2096,11,Fish,Fish
2096,12,Fish,Saddle
2096,13,Saddle,Bed
2096,14,Bed,Shovel
2096,15,Shovel,Steak
2096,16,Steak,String
2096,17,String,Coal
2096,18,Coal,Fish
2096,19,Fish,Pants
2096,20,Pants,Roses
2096,21,Roses,Coal
2096,22,Coal,Pants
2096,23,Pants,Bed
2096,24,Bed,Shovel
2096,25,Shovel,Saddle
2098,0,START,Bed
2098,1,Bed,Bed
2098,2,Bed,Shovel
2098,3,Shovel,Steak
2098,4,Steak,String
2098,5,String,Roses
2098,6,Roses,Coal
2098,7,Coal,Fish
2098,8,Fish,Pants
2098,9,Pants,Record
2098,10,Record,Fish
2098,11,Fish,Record
2098,12,Record,Saddle
2098,13,Saddle,Bed
2099,0,START,Boat
2099,1,Boat,Record
2099,2,Record,Fish
2099,3,Fish,Coal
2099,4,Coal,Roses
2099,5,Roses,Pants
2099,6,Pants,String
2099,7,String,Steak
2099,8,Steak,Shovel
2099,9,Shovel,PumpkinPie
2099,10,PumpkinPie,Saddle
2099,11,Saddle,Bed
2100,0,START,Boat
2100,1,Boat,Record
2100,2,Record,Saddle
2100,3,Saddle,PumpkinPie
2100,4,PumpkinPie,Shovel
2100,5,Shovel,Steak
2100,6,Steak,String
2100,7,String,Bed
2100,8,Bed,Saddle
2100,9,Saddle,String
2100,10,String,Pants
2100,11,Pants,Coal
2100,12,Coal,Fish
2100,13,Fish,Pants
2100,14,Pants,Roses
2101,0,START,String
2101,1,String,Steak
2101,2,Steak,Shovel
2101,3,Shovel,PumpkinPie
2101,4,PumpkinPie,Saddle
2101,5,Saddle,Bed
2101,6,Bed,Boat
2101,7,Boat,Record
2101,8,Record,Fish
2101,9,Fish,Coal
2101,10,Coal,Roses
2101,11,Roses,Pants
2109,0,START,Record
2109,1,Record,Boat
2109,2,Boat,PumpkinPie
2109,3,PumpkinPie,Saddle
2109,4,Saddle,Bed
2109,5,Bed,Shovel
2109,6,Shovel,Steak
2109,7,Steak,String
2109,8,String,Roses
2109,9,Roses,Pants
2109,10,Pants,Coal
2109,11,Coal,Fish
2110,0,START,Bed
2110,1,Bed,Saddle
2110,2,Saddle,PumpkinPie
2110,3,PumpkinPie,Shovel
2110,4,Shovel,Steak
2110,5,Steak,String
2110,6,String,Coal
2110,7,Coal,Roses
2110,8,Roses,Coal
2110,9,Coal,Pants
2110,10,Pants,Fish
2110,11,Fish,Record
2110,12,Record,Boat
2130,0,START,Boat
2130,1,Boat,Record
2130,2,Record,Saddle
2130,3,Saddle,PumpkinPie
2130,4,PumpkinPie,Bed
2130,5,Bed,Shovel
2130,6,Shovel,Steak
2130,7,Steak,String
2130,8,String,Shovel
2130,9,Shovel,PumpkinPie
2130,10,PumpkinPie,Saddle
2130,11,Saddle,Boat
2130,12,Boat,Record
2130,13,Record,Fish
2130,14,Fish,Pants
2130,15,Pants,Coal
2130,16,Coal,Fish
2133,0,START,Bed
2133,1,Bed,Saddle
2133,2,Saddle,Boat
2133,3,Boat,Record
2133,4,Record,Fish
2133,5,Fish,Coal
2133,6,Coal,Roses
2133,7,Roses,Pants
2133,8,Pants,Pants
2133,9,Pants,String
2133,10,String,Steak
2133,11,Steak,Shovel
2133,12,Shovel,PumpkinPie
2136,0,START,Record
2136,1,Record,Boat
2136,2,Boat,Coal
2136,3,Coal,Pants
2136,4,Pants,Roses
2136,5,Roses,String
2136,6,String,Steak
2136,7,Steak,Shovel
2136,8,Shovel,Bed
2136,9,Bed,Saddle
2136,10,Saddle,PumpkinPie
2136,11,PumpkinPie,Fish
2244,0,START,Bed
2244,1,Bed,Saddle
2244,2,Saddle,Shovel
2244,3,Shovel,Steak
2244,4,Steak,String
2244,5,String,Roses
2244,6,Roses,Coal
2244,7,Coal,Pants
2244,8,Pants,Record
2244,9,Record,Boat
2244,10,Boat,Saddle
2244,11,Saddle,PumpkinPie
2244,12,PumpkinPie,Bed
2244,13,Bed,Shovel
2244,14,Shovel,Steak
2301,0,START,Boat
2301,1,Boat,Saddle
2301,2,Saddle,PumpkinPie
2301,3,PumpkinPie,Bed
2301,4,Bed,Shovel
2301,5,Shovel,Steak
2301,6,Steak,String
2301,7,String,Coal
2301,8,Coal,Roses
2301,9,Roses,String
2301,10,String,Steak
2301,11,Steak,Shovel
2301,12,Shovel,Fish
2301,13,Fish,Pants
2301,14,Pants,Roses
2301,15,Roses,Coal
2301,16,Coal,Pants
2301,17,Pants,Shovel
2301,18,Shovel,PumpkinPie
2301,19,PumpkinPie,Pants
2301,20,Pants,Roses
2301,21,Roses,Pants
2301,22,Pants,Bed
2301,23,Bed,Shovel
4006,0,START,Roses
4006,1,Roses,Pants
4006,2,Pants,Pants
4006,3,Pants,Coal
4006,4,Coal,String
4006,5,String,Steak
4006,6,Steak,Shovel
4006,7,Shovel,Bed
4006,8,Bed,Saddle
4006,9,Saddle,PumpkinPie
4006,10,PumpkinPie,Boat
4006,11,Boat,Record
4006,12,Record,Fish
4032,0,START,Bed
4032,1,Bed,Saddle
4032,2,Saddle,Shovel
4032,3,Shovel,Steak
4032,4,Steak,Coal
4032,5,Coal,Roses
4032,6,Roses,Pants
4032,7,Pants,Fish
4032,8,Fish,Record
4032,9,Record,Saddle
4032,10,Saddle,Boat
4032,11,Boat,Record
4032,12,Record,PumpkinPie
4032,13,PumpkinPie,Shovel
4032,14,Shovel,Steak
4032,15,Steak,Bed
4032,16,Bed,Steak
4043,0,START,Saddle
4043,1,Saddle,Boat
4043,2,Boat,Record
4043,3,Record,Pants
4043,4,Pants,Roses
4043,5,Roses,Coal
4043,6,Coal,String
4043,7,String,Steak
4043,8,Steak,Shovel
4043,9,Shovel,PumpkinPie
4043,10,PumpkinPie,Saddle
4043,11,Saddle,Bed
4043,12,Bed,String
4043,13,String,Fish
5008,0,START,Boat
5008,1,Boat,Record
5008,2,Record,Saddle
5008,3,Saddle,PumpkinPie
5008,4,PumpkinPie,Bed
5008,5,Bed,String
5008,6,String,Steak
5008,7,Steak,Shovel
5008,8,Shovel,Saddle
5008,9,Saddle,Record
5008,10,Record,Fish
5008,11,Fish,Pants
5008,12,Pants,Roses
5008,13,Roses,Coal
5009,0,START,Bed
5009,1,Bed,Saddle
5009,2,Saddle,Boat
5009,3,Boat,Record
5009,4,Record,PumpkinPie
5009,5,PumpkinPie,Shovel
5009,6,Shovel,Steak
5009,7,Steak,String
5009,8,String,Roses
5009,9,Roses,Coal
5009,10,Coal,Pants
5009,11,Pants,Fish
5012,0,START,Bed
5012,1,Bed,Saddle
5012,2,Saddle,PumpkinPie
5012,3,PumpkinPie,Shovel
5012,4,Shovel,Steak
5012,5,Steak,String
5012,6,String,Pants
5012,7,Pants,Fish
5012,8,Fish,Record
5012,9,Record,Saddle
5012,10,Saddle,PumpkinPie
5012,11,PumpkinPie,Bed
5012,12,Bed,Shovel
5012,13,Shovel,Steak
5012,14,Steak,String
5012,15,String,Bed
5012,16,Bed,Boat
5012,17,Boat,Record
5012,18,Record,Pants
5012,19,Pants,Roses
5012,20,Roses,Pants
5012,21,Pants,Coal
5018,0,START,Bed
5018,1,Bed,Shovel
5018,2,Shovel,Steak
5018,3,Steak,String
5018,4,String,Roses
5018,5,Roses,Coal
5018,6,Coal,Pants
5018,7,Pants,Fish
5018,8,Fish,Record
5018,9,Record,Record
5018,10,Record,Boat
5018,11,Boat,Saddle
5018,12,Saddle,Bed
5018,13,Bed,Shovel
5018,14,Shovel,PumpkinPie
5025,0,START,Bed
5025,1,Bed,Saddle
5025,2,Saddle,PumpkinPie
5025,3,PumpkinPie,Boat
5025,4,Boat,Record
5025,5,Record,Pants
5025,6,Pants,Roses
5025,7,Roses,Coal
5025,8,Coal,Fish
5025,9,Fish,Record
5025,10,Record,Saddle
5025,11,Saddle,Bed
5025,12,Bed,Shovel
5025,13,Shovel,Steak
5025,14,Steak,String
5035,0,START,Boat
5035,1,Boat,Record
5035,2,Record,Fish
5035,3,Fish,Pants
5035,4,Pants,Roses
5035,5,Roses,Coal
5035,6,Coal,String
5035,7,String,Steak
5035,8,Steak,Shovel
5035,9,Shovel,String
5035,10,String,Bed
5035,11,Bed,Saddle
5035,12,Saddle,Boat
5035,13,Boat,PumpkinPie
5047,0,START,Bed
5047,1,Bed,Shovel
5047,2,Shovel,Steak
5047,3,Steak,String
5047,4,String,Coal
5047,5,Coal,Roses
5047,6,Roses,Pants
5047,7,Pants,Fish
5047,8,Fish,Record
5047,9,Record,Boat
5047,10,Boat,Saddle
5047,11,Saddle,Bed
5047,12,Bed,PumpkinPie
5054,0,START,Boat
5054,1,Boat,Record
5054,2,Record,Saddle
5054,3,Saddle,PumpkinPie
5054,4,PumpkinPie,Saddle
5054,5,Saddle,Bed
5054,6,Bed,Shovel
5054,7,Shovel,String
5054,8,String,Steak
5054,9,Steak,Shovel
5054,10,Shovel,Fish
5054,11,Fish,Pants
5054,12,Pants,Roses
5054,13,Roses,Pants
5064,0,START,Bed
5064,1,Bed,Saddle
5064,2,Saddle,PumpkinPie
5064,3,PumpkinPie,Boat
5064,4,Boat,Record
5064,5,Record,Fish
5064,6,Fish,Coal
5064,7,Coal,Roses
5064,8,Roses,Pants
5064,9,Pants,String
5064,10,String,Steak
5064,11,Steak,Shovel
