df_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1107,25.364257739665778,25.264811725958648,25.16536571225152,25.05118615622464,24.935475832774788,24.757115055945757,24.34633459915215,23.88645238702912,23.497538322998597,23.088052941601337,22.70313057625576,22.343320829428453,21.948181283590976,21.49872229448034,21.046827651497992,20.694858554126107,20.35419221529591,20.00364555484732,19.605981897483918,19.131105709277445,18.62321370191382,18.147410499471338,17.666483934797405,17.193634980480397,16.79323974896306,16.40349618308764,16.088120741868725,15.730880328291336,15.358089631686127,15.00016245745643,14.6340522928141,14.321901503472164,14.070524962623688,13.770659297781592,13.463806752296067,13.193299392213452,12.971894700309571,12.764824959680013,12.57406842993074,12.35116937779905,12.169558893235957,12.031746197192287,11.881348866441284,11.679716765444873,11.461029364288386,11.24591464140494,11.083627172790159,10.931787172909418,10.799476949547305,10.662955377809535,10.451944957037336,10.146120348143862,9.789505012084586,9.361394476100815,9.001163254113848,8.67893909966663,8.357451030262752,8.04637557021576,7.712760995754016,7.298480489117242,6.885400845039731,6.561309236405987,6.232919788039692,5.893714481614703,5.533138264416926,5.188448983653504,4.8839973142252004,4.607942113803311,4.392200054621121,4.186624415098242,3.915509051258582,3.658433127465812,3.4271248140557065,3.1629202534441383,2.8695142141901644,2.6356974345333457,2.4350204751100875,2.213767459531682,1.975961987728553,1.593038270116944,1.1797387219702062,0.7953931876172832,0.45297937505067837,0.0915268569911223,-0.07798064648127094,-0.09850119451482352,-0.11292589104723871,-0.10483815671290796,-0.07700044984262706,-0.05372679935279961,-0.04498808824530939,-0.024891451452135855,0.007856604253764828,0.019139835715504667,-0.017089117544632937,-0.03472752240046183,-0.0665382369559834,-0.09693018573205371,-0.12513621261060082,-0.15334223948914794
1109,9.886609512290567,9.886609512290567,9.886609512290567,9.886609512290567,9.85583833471152,9.821883931865672,9.787929529019825,9.644824262067477,9.470328723358575,9.285910607355433,9.132593669888639,8.985191578834952,8.837789487781263,8.685474346642966,8.492163103493354,8.29885186034374,8.082497117499585,7.875365034036606,7.668232950573627,7.441299698165077,7.169599462433979,6.8902594083525495,6.6312193925326515,6.379102573611337,6.158221726099748,5.985244875095037,5.834569756113348,5.672432601802093,5.506316856592493,5.316565096607502,5.1124981776867235,4.9400186403639665,4.857419364409327,4.793814627669072,4.729541749230629,4.667808947207734,4.6189751167744255,4.5615138634039445,4.429753250462855,4.257982174856928,4.076858757555604,3.8855966504765274,3.711104565628818,3.579210589643339,3.4952023099676284,3.420428825194354,3.30385139809469,3.172290159759644,3.00854184973164,2.7673147795139057,2.486093487414771,2.1648779734342374,1.8682251809630808,1.6073275037085366,1.4495161579069085,1.3908375837196894,1.3534262184249537,1.300658709267641,1.2568967101767075,1.200651095874736,1.0843379828334345,0.965747634677861,0.8556260101776836,0.8369434304940008,0.8207219335584321,0.8036198860842242,0.7796452059847148,0.763144445882974,0.7379354491285216,0.7195322932925771,0.7053536076554184,0.6986102491541585,0.5869452140567953,0.46040076158655613,0.327732871211964,0.27344341628687097,0.24382122420147456,0.19302573463059217,0.13812942274549495,0.0907675273124412,0.06049776323317758,0.04716212303060671,0.03843061863405806,0.029699114237509816,0.0289815967010519,0.049551706557900366,0.07043147676692832,0.09126519313908724,0.1192025107927437,0.1497710738906962,0.1520743038429527,0.1428703679475243,0.12931135833496468,0.108810694441202,0.0689743138159983,0.025199660077827885,-0.01299631966512109,-0.017760966184307603,-0.02252561270349403,-0.027290259222680507
1116,15.564253437272642,15.5328594978787,15.50146555848476,15.470071619090824,15.439351080370285,15.42161370663291,15.395478858504454,15.362337108375488,15.317142042800407,15.224149217855395,15.114495189380172,15.003517424600393,14.912416265273636,14.832864537351615,14.781429690458163,14.712131996266983,14.613999581107498,14.46211429633172,14.217156348733281,13.909585916164557,13.585917326909133,13.293804603725768,13.017308380614741,12.62256433331432,12.250495507813431,11.939384918756838,11.606082416856955,11.263345413023083,10.946339597819861,10.656845064753076,10.339811364491915,9.976240637541606,9.488312784406926,9.002466179865483,8.769361583867447,8.55195464632572,8.354396558914393,8.176848852309659,8.030213294343302,7.785489774281859,7.4385153095981025,7.130743839072764,6.835172197645884,6.513889665303442,6.181560422871227,5.975811113185646,5.762313695769692,5.560408439862058,5.3266817032922935,5.072438543249784,4.830529917759104,4.6009558268202495,4.371836276767616,4.132113950474087,3.9065620710099602,3.6064028967719337,3.2627041995922426,2.940859685160486,2.6136413258185414,2.319095721649526,2.0411276058692263,1.8258818903948861,1.567925155205398,1.3726073291769096,1.1915002429696124,0.9957181483201494,0.7949490969781262,0.6885974070011328,0.5741778035521211,0.4586189728656921,0.3508002075903772,0.25315730330768377,0.17753702032582216,0.09069285458683045,-0.0022930229818157806,-0.08727173773834705,-0.16971328007721836,-0.2322400493835346,-0.26916847408995753,-0.29368785504915185,-0.3536155982909612,-0.3966574304108572,-0.3915138634052059,-0.40295699765647586,-0.41511588854939774,-0.40835929236790053,-0.3891197546789732,-0.38574066448312744,-0.3852400063469012,-0.38340430039968737,-0.3395242056879946,-0.29060232712682793,-0.2639304409970427,-0.24156519374006488,-0.21603021064161024,-0.20064402768358178,-0.18025561627168404,-0.15727402051325573,-0.1367700885479842,-0.11642101056978499
1117,15.115707475517432,15.079882180737313,15.044056885957193,14.99409017703566,14.928635252625911,14.717035182790479,14.437780590074272,14.140945988366548,13.91515981072285,13.87175135829577,13.828957899284678,13.769329423438565,13.745720334972338,13.71822602508526,13.645984043521107,13.520569457832266,13.389868472618964,13.298170917225097,13.190157998416067,12.996298940262545,12.738693553783527,12.449755612633295,12.192033786771628,11.938881034827977,11.662019544998827,11.294751291602187,10.881094972230322,10.384607732084381,10.001375163436315,9.60061286466585,9.171637626478118,8.836432411974611,8.477721581093812,8.142062787482008,7.790567227248697,7.421532946476666,7.016969019225428,6.583412378415244,6.225824984444622,6.042096033374218,5.80180155592111,5.5687594952006725,5.314465096228653,5.102861810342254,4.931529274267149,4.769899230131758,4.629765237325644,4.532088198592073,4.446952547843326,4.362116201068913,4.240059659114797,4.083166760364821,3.909385047634393,3.7089486993172014,3.5061198477820983,3.407892382616437,3.347176700232579,3.277207281419529,3.237192098715599,3.2117132700979996,3.1653678655377036,3.086750201136266,3.0222786863342717,2.9540078441607354,2.9094838023068856,2.866383827162583,2.8253173045831876,2.7523070065824196,2.69414133593625,2.618502868394776,2.550008630410596,2.5018258786463345,2.403917023527529,2.3074657343493383,2.0981256431802446,1.8431810884738482,1.5786571204060706,1.397696014854005,1.2220994664937834,1.051589428207161,0.9201213007025976,0.8680971259708212,0.8229576912053659,0.7807879734144881,0.7442237514438756,0.6511229281202383,0.5435624985607508,0.3964831109544477,0.32843489522455843,0.27666407380688,0.21644926009780457,0.14130111407710383,0.05634280226614841,0.007769765674957037,-0.040657966644366154,-0.0704470425511973,-0.08720713653837206,-0.09759412281644861,-0.10780800909784721,-0.10995285721823128
1118,15.173189261581816,15.173189261581816,15.173189261581816,15.173189261581816,15.173189261581816,15.173189261581816,15.173189261581816,15.173146700345724,15.173094317285923,15.173041934226116,15.166828857531005,15.149253563993202,15.051433515210649,14.946882867379562,14.897812115281527,14.863240516131457,14.787323117941519,14.692954861001299,14.603731130880076,14.50116140828873,14.366093061658042,14.234452298399702,14.072644550383895,13.908839733148836,13.74561125449381,13.501467578987704,13.233160688925183,12.804746378904108,12.30201925692747,11.748639658297325,11.207692470897452,10.664652422138733,10.303641738750306,9.966691716938378,9.70349525915212,9.452339796647912,9.131914315546066,8.78039712653413,8.50719983492646,8.256366106596813,7.987500620937343,7.6735940081658836,7.332217005376315,7.039564994139829,6.783906468993459,6.543162838529297,6.339787782436608,6.127837890631455,5.910112652192965,5.686039726589576,5.45658664419721,5.221753405015871,4.907084945117903,4.57817910970032,4.216045709775031,3.96459033111004,3.6907271651913027,3.5208107171303245,3.4169830876358156,3.3171601330900304,3.2695384742920677,3.2635390068367744,3.2039890390430097,3.0993664577419224,3.0090711757203903,2.9321822735673373,2.870261041496034,2.680396352988304,2.343377711298488,2.063850438443561,1.912953678663972,1.8132946783528885,1.6744811589543949,1.4962321127566227,1.1794104854973861,0.8689247309512805,0.7120899998780303,0.5677800822690765,0.5027629951761315,0.4432739533548929,0.39695257070179674,0.2776588394344256,0.16200222523921565,0.1021574007215594,0.047284306395848096,-0.006794747477263705,-0.052749245249501184,-0.07201335846815254,-0.061001283444585136,-0.07142744619290171,-0.07704737654324925,-0.07178143499294361,-0.06944545063843419,-0.06377599567380939,-0.07706675587979409,-0.09285678537001714,-0.10427668952279465,-0.08719543750382172,-0.07011418548484882,-0.05303293346587605
1119,10.497988774035466,10.45419022203631,10.410391670037152,10.366593118037999,10.328496945829244,10.299560918893217,10.270788322328404,10.218199358155003,10.145782111153322,10.062445672232448,9.992019004440717,9.911576332484627,9.83250089340623,9.755525555886015,9.674315667757865,9.590345547933007,9.52502615935315,9.44669116839454,9.365610516898055,9.284620059856428,9.201186654855322,9.107579770390442,9.014617078601491,8.904771790067464,8.793852064085089,8.665714840958705,8.459395844902469,8.245781547241501,8.034231874154367,7.872023327279069,7.711751418586892,7.565967024591952,7.456394002032059,7.346820979472168,7.230493843346285,7.10835281458637,6.951396578456443,6.777862273883845,6.6145828094163495,6.462805601767996,6.3305171682202195,6.1450462243523685,5.95572361410227,5.712121237806953,5.468202987572479,5.270437468479726,5.127321941469784,4.977791504704328,4.813369450802562,4.660878317194176,4.4871031078044945,4.292043822633514,4.1064301486549555,3.980048699933995,3.8951241627928512,3.809128110997144,3.714489244062951,3.592619272653774,3.477835513628206,3.34397033495537,3.1154235011753832,2.894925208094139,2.6960442076058753,2.5818595897581504,2.436910181662127,2.2873014226342674,2.0683860976330317,1.8256040022391533,1.5828034588342004,1.3847494152905986,1.1653172096481015,0.9115513130763653,0.7613236528514501,0.637267365092224,0.5411974612484726,0.4542019903518905,0.3611587493174499,0.26617223539132806,0.1271801514879795,-0.034843015891454956,-0.19111979988382963,-0.2816347482583475,-0.3200178299045075,-0.3565070316133718,-0.37308714847868646,-0.38110673760320335,-0.3782225168152922,-0.37889924906630446,-0.38198078526809426,-0.38453099521283785,-0.3697218599973416,-0.3416584349225927,-0.3103229739704287,-0.2731195302694665,-0.23768330400722842,-0.20048788394542433,-0.16726222684818218,-0.1336601261000516,-0.10005802535192111,-0.06645592460379067
1120,16.620985825169267,16.591220168603613,16.561454512037955,16.531688855472296,16.494367643351087,16.42531309789654,16.331228249411694,16.17540198678543,16.046514004410756,15.95492338688408,15.882152780454383,15.811722407535253,15.711679800721278,15.576378773207317,15.389729555190211,15.179300871999562,15.059605088036458,14.870030645742439,14.670146717265482,14.43267804847344,14.09907902060319,13.793424692204491,13.536526993129039,13.315049738994906,13.047386164182633,12.78425729692397,12.542578393930706,12.35070903300537,12.211846417682994,12.027267475722645,11.80420099122379,11.59434111984635,11.418332072489166,11.296436166805156,11.159224112712444,10.978288055172216,10.759402866558794,10.573032452134886,10.38418868486131,10.125453668679349,9.865585444540379,9.632523458926613,9.410407817920479,9.221420601337503,9.078618653422652,8.983097591015929,8.870018558027915,8.682426457070052,8.497796426666332,8.368366797604688,8.284463273791959,8.212564682728058,8.045465141367973,7.790491162783683,7.515957880640903,7.273565797593097,7.099071798699612,6.950344428446853,6.749004121769673,6.543174315838639,6.4882954322917525,6.416880574049251,6.28953910305978,6.123842181568384,5.96018960290153,5.821324045547514,5.685535346249715,5.5026628022910025,5.274656145820042,5.02636049015296,4.790445889154651,4.5439011827777325,4.339958249203116,4.1819150302373735,3.9417122556608324,3.7146328161588507,3.5193569921680994,3.300491297728765,3.0724077001034815,2.8484000570245653,2.640796882911128,2.4875705013826113,2.376095526266364,2.1872828637137527,2.0291146141311867,1.847008311530548,1.6397044834008812,1.3943675158421425,1.1163938200369825,0.9646257947024424,0.8429726618190374,0.6529344348412489,0.4529526729290236,0.2945617330832873,0.17900451800407616,0.036897438462510375,-0.09165966983193577,-0.1493016057192827,-0.10733852581563212,-0.06500704359431266
2004,43.000656969848535,43.000656969848535,42.98716058222313,42.657204430057384,42.505638156967045,42.43196444324233,42.34356376984166,42.34356376984166,42.34356376984166,42.34883443719015,42.37596634294896,42.40790374968352,42.10891374869285,41.26265974045809,41.1167761025937,41.080165747229394,41.08016574722939,40.85457652164016,40.67531726238091,40.51242163948528,40.27897386213436,39.765209574813774,39.014328559926575,38.044888088251824,36.941208774927595,36.26364778280301,35.452675389425075,34.448994627373686,33.74564086929631,33.0431669616528,32.17255932521401,31.227776016258456,30.58793424801505,30.439898231179793,30.2688237667718,29.93534227478212,29.257146975638907,29.04843900617955,28.66211582209286,28.025538365158695,27.527217834346377,27.399668096794326,26.456633782690876,25.47113862902032,23.82776967535368,21.60051037256296,19.77065250415067,18.118275476282093,16.846300063132162,16.582444858781617,16.14876683922455,15.762539951606913,15.642676435137789,15.643869858695473,15.363483404828928,14.638988634653463,14.085428698775127,13.588469310377908,13.119329959823892,12.744472462918607,12.058314824563972,11.314251881881821,10.685831927413956,10.223231261630934,9.620491190428872,9.032977491566896,8.679909589127371,8.33498771159742,8.219394643692837,8.019702167850541,7.820009692008246,7.759103052571208,7.687540639950842,7.466411947047081,6.992072482832936,6.729614314468368,5.915677746085969,5.126883351926958,4.1682722958045115,3.500687855616143,2.580031184175965,1.8663464237985934,1.91590045136421,1.939759461221447,1.9081628189968318,1.9281409814402395,2.0195029572603915,2.062485368224957,2.0667326257957157,2.060824971375738,1.7656501539958642,0.7007403958841901,0.354096239348143,0.37601842263999624,0.30128646168474515,0.3720766000060555,0.36375857009320306,0.12252942061026563,0.0,0.0
2006,19.46408912194794,19.46408912194794,19.46408912194794,19.46408912194794,19.43647619031442,19.338540645257602,19.241543442397123,19.14892516978619,19.103454863082295,19.097158384278774,19.090861905475254,19.071574732395543,18.978877720059035,18.84561983148092,18.727230258965214,18.52406760794307,18.17471830039201,17.853546641884257,17.573112417006715,17.229647556483677,16.956542666039,16.68405355097469,16.510179742202972,16.35414093356366,16.263228684800165,16.178367672471147,16.075902793687973,15.952033997793125,15.792906606693599,15.65807049559533,15.493850387238801,15.277238517385642,14.833164423334043,14.357614348104274,13.986666986065522,13.73914439585503,13.478513104591995,13.178450427218277,12.948628858078946,12.662925677665994,12.339884110427986,12.054038249569599,11.707079119829547,11.292754989304216,10.873576490343108,10.324878462656287,9.847479188152306,9.535085439580504,9.276472962736568,8.955826226675303,8.604105661502937,8.26404899662471,8.011895170909133,7.69888502423972,7.4383361003534105,7.160412983032065,6.787976009117477,6.421613237644131,6.1479131743800295,5.783583557145273,5.3429697505951825,4.881878982331092,4.508878227867669,4.203171985607674,3.98121296486875,3.835171732275548,3.6791608856354174,3.5113201682295316,3.4498135145487887,3.448552128440979,3.4543712253294956,3.410027285238071,3.3254675204462933,3.245684074931725,2.997684928254562,2.5617510988612144,2.140989931695176,1.7625742231942432,1.393126803688582,1.3324765307687907,1.2648779173929379,1.2167133041816036,1.1354931467880311,0.9100696720280921,0.6746339331754752,0.5689310440748239,0.5769660188697568,0.5701851534218224,0.5479210654836308,0.48385722557932875,0.4054348995807031,0.2865736631046504,0.15466974135083433,0.09399237996787915,0.08374776705867922,0.07232441089596538,0.03033862573298858,-0.014659141402951506,-0.007329570701475741,0.0
2014,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.144395863706,16.143157392032748,16.12891496779032,16.1146725435479,16.100430119305475,16.06265673327122,15.996205603014307,15.863874815081525,15.687129861252377,15.499410446094974,15.31514535532272,15.099788796171387,14.885519938531406,14.625753929240458,14.312919396386386,14.052871304695387,13.812681731579465,13.528786312804515,13.24513840967682,12.973623293740502,12.71452706588851,12.518657881816456,12.43452163071174,12.328885139976594,12.118732791738246,11.913502855329241,11.684728961055947,11.404640422388411,11.130664213392686,10.899528906943196,10.624243633632702,10.329856272139411,10.106880534420695,9.829103895433175,9.501412394410176,9.170713176133475,8.869016339675886,8.555275895500424,8.192336821218138,7.840061030222525,7.56959691117563,7.342303490804902,7.109800317305381,6.937746269073516,6.771620013839864,6.63597347393001,6.459650623225405,6.230630241168085,5.93986309809624,5.522951883357567,5.16545964819551,4.837380311959326,4.507326843316402,4.227629868254609,3.949094681350709,3.6961602432727956,3.455312192652161,3.2340567935245668,2.9188005036966023,2.6091661648218563,2.389595763564128,2.2126466098856152,1.969835987644284,1.6759293844681884,1.4366774340179576,1.2224557999294752,1.0102162936423957,0.8867909798252193,0.839890445483322,0.7152821879382781,0.46295949525578906,0.2546596555270032,0.20960946113567527,0.24915926920169437,0.29865022374078004,0.31877744652110296,0.3230072764015364,0.19728085422150468,0.05648856559437563,-0.05992080233909255,-0.05503305367824409,-0.038589786137951824,-0.02767793872735203,-0.02436549367766805,-0.023879924745847065,-0.020077208144992083,-0.010038604072496028,0.0
