df_name,segment_index,training,cluster
2309,11,2,0
2309,11,1,0
2309,2,2,0
2309,2,1,0
2309,3,2,0
2309,3,1,0
2309,4,2,2
2309,4,1,0
2309,5,2,0
2309,5,1,2
2309,6,2,0
2309,6,1,0
2309,7,2,0
2309,7,1,0
2309,8,2,0
2309,8,1,2
2309,9,2,0
2309,9,1,0
2312,0,2,0
2312,0,1,0
2312,1,2,0
2312,1,1,0
2312,10,2,1
2312,10,1,0
2312,11,2,0
2312,11,1,0
2312,12,2,0
2312,12,1,0
2312,13,2,0
2312,13,1,0
2312,14,2,0
2312,2,2,0
2312,2,1,0
2312,3,2,0
2312,3,1,0
2312,4,2,0
2312,4,1,0
2312,5,2,0
2312,5,1,0
2312,6,2,0
2312,6,1,0
2312,7,1,0
2312,8,2,0
2312,8,1,2
2312,9,2,0
2312,9,1,0
2322,0,2,0
2322,0,1,0
2322,1,2,0
2322,1,1,0
2322,10,2,0
2322,10,1,0
2322,11,2,0
2322,11,1,0
2322,12,2,0
2322,13,2,0
2322,13,1,0
2322,14,1,0
2322,15,2,3
2322,15,1,2
2322,16,2,3
2322,2,2,0
2322,2,1,0
2322,3,2,0
2322,3,1,0
2322,4,2,0
2322,5,2,0
2322,5,1,0
2322,6,2,0
2322,6,1,0
2322,7,2,0
2322,7,1,0
2322,8,2,0
2322,8,1,0
2322,9,2,2
2322,9,1,0
3000,0,2,0
3000,0,1,0
3000,1,2,0
3000,1,1,2
3000,10,2,0
3000,10,1,0
3000,11,2,0
3000,11,1,0
3000,12,2,0
3000,12,1,2
3000,13,1,2
3000,2,2,2
3000,2,1,0
3000,3,2,0
3000,3,1,0
3000,4,2,1
3000,4,1,0
3000,5,2,0
3000,5,1,0
3000,6,2,0
3000,6,1,0
3000,7,2,0
3000,7,1,0
3000,8,2,0
3000,9,2,0
3000,9,1,0
3001,0,2,0
3001,0,1,0
3001,1,2,0
3001,1,1,0
3001,10,2,0
3001,10,1,0
3001,11,2,0
3001,11,1,0
3001,12,2,3
3001,2,2,0
3001,2,1,0
3001,3,2,0
3001,3,1,0
3001,4,2,0
3001,4,1,0
3001,5,2,2
3001,5,1,0
3001,6,2,0
3001,6,1,0
3001,7,2,0
3001,7,1,0
3001,8,2,0
3001,8,1,0
3001,9,2,0
3001,9,1,0
3006,0,2,0
3006,0,1,2
3006,1,2,0
3006,1,1,0
3006,10,2,0
3006,10,1,0
3006,11,2,0
3006,11,1,0
3006,12,1,0
3006,2,2,0
3006,2,1,0
3006,3,2,0
3006,3,1,0
3006,4,2,0
3006,4,1,0
3006,5,2,0
3006,5,1,0
3006,6,2,0
3006,6,1,0
3006,7,2,2
3006,7,1,0
3006,8,2,0
3006,8,1,0
3006,9,2,0
3006,9,1,0
3015,0,2,0
3015,0,1,0
3015,1,2,0
3015,1,1,0
3015,10,2,0
3015,10,1,0
3015,11,2,1
3015,11,1,0
3015,12,2,0
3015,12,1,0
3015,13,2,0
3015,13,1,0
3015,14,1,3
3015,15,1,2
3015,2,2,0
3015,2,1,0
3015,3,2,0
3015,3,1,0
3015,4,2,0
3015,4,1,0
3015,5,2,0
3015,5,1,0
3015,6,2,0
3015,6,1,0
3015,7,2,0
3015,7,1,0
3015,8,2,0
3015,8,1,0
3015,9,2,0
3015,9,1,0
3017,0,2,0
3017,0,1,0
3017,1,2,0
3017,1,1,2
3017,10,1,0
3017,11,2,0
3017,11,1,0
3017,12,2,0
3017,12,1,3
3017,13,2,0
3017,13,1,3
3017,14,2,0
3017,15,2,2
3017,17,2,0
3017,18,2,3
3017,19,2,2
3017,2,2,0
3017,2,1,0
3017,20,2,0
3017,3,2,0
3017,3,1,2
3017,4,2,2
3017,4,1,0
3017,5,2,2
3017,5,1,0
3017,6,1,0
3017,7,2,0
3017,7,1,0
3017,8,2,0
3017,8,1,0
3017,9,2,0
3017,9,1,2
3020,0,2,0
3020,0,1,0
3020,1,2,2
3020,1,1,2
3020,10,2,0
3020,10,1,0
3020,11,2,0
3020,11,1,0
3020,12,2,0
3020,12,1,0
3020,13,2,2
3020,13,1,0
3020,2,2,2
3020,2,1,0
3020,3,2,0
3020,3,1,0
3020,4,2,0
3020,4,1,2
3020,5,2,2
3020,5,1,0
3020,6,2,0
3020,6,1,0
3020,7,2,0
3020,7,1,2
3020,8,2,0
3020,8,1,0
3020,9,2,0
3020,9,1,0
3021,0,2,0
3021,0,1,0
3021,1,2,0
3021,1,1,0
3021,10,2,0
3021,10,1,2
3021,11,2,0
3021,11,1,0
3021,12,2,0
3021,12,1,0
3021,14,1,2
3021,15,1,2
3021,2,2,0
3021,2,1,0
3021,3,2,0
3021,3,1,2
3021,4,2,0
3021,4,1,0
3021,5,2,0
3021,5,1,0
3021,6,2,0
3021,6,1,0
3021,7,2,0
3021,7,1,0
3021,8,2,0
3021,8,1,0
3021,9,2,2
3021,9,1,2
3023,0,2,0
3023,0,1,0
3023,1,2,0
3023,1,1,2
3023,10,2,0
3023,10,1,1
3023,11,2,0
3023,2,2,0
3023,2,1,0
3023,3,2,0
3023,3,1,0
3023,4,2,0
3023,4,1,0
3023,5,2,0
3023,5,1,0
3023,6,2,0
3023,6,1,0
3023,7,2,0
3023,7,1,0
3023,8,2,0
3023,8,1,0
3023,9,2,0
3023,9,1,0
3024,0,2,0
3024,0,1,0
3024,1,2,0
3024,1,1,0
3024,10,2,0
3024,10,1,0
3024,11,2,0
3024,12,2,0
3024,12,1,3
3024,2,2,0
3024,2,1,0
3024,3,2,0
3024,4,2,0
3024,4,1,0
3024,5,2,0
3024,5,1,0
3024,6,2,2
3024,6,1,0
3024,7,2,0
3024,7,1,0
3024,8,2,0
3024,8,1,0
3024,9,2,0
3031,0,2,0
3031,0,1,0
3031,1,2,0
3031,1,1,0
3031,10,2,0
3031,10,1,0
3031,11,2,0
3031,11,1,0
3031,12,1,0
3031,13,1,0
3031,15,1,0
3031,2,2,0
3031,2,1,0
3031,3,2,0
3031,3,1,0
3031,4,2,0
3031,4,1,0
3031,5,2,0
3031,5,1,2
3031,6,2,0
3031,6,1,0
3031,7,2,0
3031,7,1,0
3031,8,2,0
3031,9,1,0
3035,0,2,0
3035,0,1,0
3035,1,2,0
3035,1,1,0
3035,10,2,0
3035,10,1,0
3035,11,2,3
3035,11,1,2
3035,12,1,2
3035,13,2,0
3035,14,1,0
3035,2,2,0
3035,2,1,2
3035,3,2,0
3035,3,1,0
3035,4,2,0
3035,4,1,0
3035,5,2,0
3035,5,1,0
3035,6,2,0
3035,6,1,0
3035,7,2,2
3035,7,1,0
3035,8,2,0
3035,8,1,0
3035,9,2,2
3035,9,1,0
3039,0,2,0
3039,0,1,0
3039,1,2,0
3039,1,1,2
3039,10,2,0
3039,10,1,2
3039,11,2,0
3039,11,1,0
3039,2,2,0
3039,2,1,2
3039,3,2,0
3039,3,1,0
3039,4,2,0
3039,4,1,2
3039,5,2,2
3039,5,1,0
3039,6,2,0
3039,6,1,0
3039,7,2,0
3039,8,2,0
3039,8,1,0
3039,9,2,0
3039,9,1,0
3043,0,2,0
3043,0,1,0
3043,1,2,0
3043,1,1,0
3043,10,2,0
3043,10,1,0
3043,11,2,0
3043,11,1,0
3043,12,2,0
3043,12,1,3
3043,13,2,3
3043,2,2,0
3043,2,1,2
3043,3,2,2
3043,3,1,2
3043,4,2,2
3043,4,1,2
3043,5,2,0
3043,5,1,0
3043,6,2,0
3043,6,1,2
3043,7,2,0
3043,7,1,0
3043,8,2,0
3043,8,1,2
3043,9,2,2
3043,9,1,2
3052,0,2,0
3052,0,1,0
3052,1,2,0
3052,1,1,0
3052,10,1,3
3052,11,2,0
3052,11,1,0
3052,12,2,0
3052,13,2,2
3052,14,2,0
3052,15,2,0
3052,16,2,0
3052,2,2,0
3052,2,1,0
3052,3,2,0
3052,3,1,0
3052,4,2,0
3052,4,1,0
3052,5,2,0
3052,5,1,0
3052,6,2,0
3052,6,1,0
3052,7,2,0
3052,7,1,0
3052,8,2,0
3052,8,1,0
3052,9,2,0
3052,9,1,0
3053,0,2,0
3053,0,1,0
3053,1,2,0
3053,1,1,2
3053,10,2,2
3053,10,1,3
3053,11,2,0
3053,11,1,0
3053,12,1,0
3053,2,2,0
3053,2,1,2
3053,3,2,0
3053,3,1,0
3053,4,2,0
3053,4,1,2
3053,5,2,0
3053,5,1,0
3053,6,2,0
3053,6,1,0
3053,7,2,0
3053,7,1,0
3053,8,2,0
3053,8,1,0
3053,9,2,0
3055,0,2,2
3055,0,1,2
3055,1,2,0
3055,1,1,0
3055,10,1,2
3055,11,1,0
3055,2,1,0
3055,3,1,0
3055,4,2,3
3055,4,1,0
3055,5,2,3
3055,5,1,0
3055,6,1,3
3055,7,1,0
3059,0,1,0
3059,1,2,0
3059,1,1,0
3059,10,2,0
3059,10,1,0
3059,11,2,0
3059,11,1,0
3059,2,2,0
3059,2,1,0
3059,3,2,0
3059,3,1,0
3059,4,2,0
3059,4,1,0
3059,5,2,0
3059,5,1,0
3059,6,2,0
3059,6,1,0
3059,7,2,0
3059,7,1,0
3059,8,2,0
3059,8,1,0
3059,9,2,0
3059,9,1,0
4020,0,2,0
4020,0,1,0
4020,1,2,0
4020,1,1,0
4020,10,2,0
4020,10,1,2
4020,11,2,0
4020,11,1,0
4020,12,2,2
4020,13,2,0
4020,13,1,0
4020,2,2,0
4020,2,1,0
4020,3,2,0
4020,3,1,2
4020,4,2,0
4020,4,1,0
4020,5,2,0
4020,5,1,0
4020,6,2,2
4020,6,1,0
4020,7,2,0
4020,7,1,0
4020,8,2,0
4020,8,1,0
4020,9,2,0
4020,9,1,0
4021,0,2,0
4021,0,1,2
4021,1,2,2
4021,1,1,0
4021,10,2,0
4021,10,1,0
4021,11,2,0
4021,11,1,0
4021,2,2,0
4021,2,1,0
4021,3,1,2
4021,4,2,0
4021,4,1,0
4021,5,2,0
4021,5,1,0
4021,6,2,0
4021,6,1,0
4021,7,2,0
4021,7,1,0
4021,8,2,0
4021,8,1,0
4021,9,2,2
4021,9,1,2
4022,0,2,2
4022,0,1,0
4022,1,2,0
4022,1,1,0
4022,10,2,2
4022,10,1,0
4022,11,2,2
4022,12,2,0
4022,12,1,0
4022,13,2,0
4022,13,1,3
4022,14,2,0
4022,14,1,0
4022,15,2,0
4022,15,1,0
4022,17,1,0
4022,18,1,0
4022,19,1,0
4022,2,2,0
4022,2,1,0
4022,20,1,0
4022,3,2,2
4022,3,1,0
4022,4,2,2
4022,4,1,0
4022,5,2,0
4022,5,1,0
4022,6,2,0
4022,6,1,0
4022,7,2,0
4022,7,1,0
4022,8,2,0
4022,8,1,0
4022,9,2,0
4022,9,1,0
4024,0,2,0
4024,0,1,0
4024,1,2,0
4024,1,1,0
4024,10,2,0
4024,10,1,0
4024,11,2,0
4024,11,1,0
4024,2,2,0
4024,2,1,0
4024,3,2,2
4024,3,1,0
4024,4,2,0
4024,4,1,0
4024,5,2,0
4024,5,1,0
4024,6,2,0
4024,6,1,0
4024,7,2,0
4024,7,1,0
4024,8,2,0
4024,8,1,0
4024,9,2,0
4024,9,1,0
4041,0,2,0
4041,0,1,0
4041,1,2,0
4041,1,1,0
4041,10,2,2
4041,10,1,0
4041,11,2,0
4041,11,1,0
4041,12,2,2
4041,12,1,0
4041,13,2,0
4041,13,1,0
4041,14,2,0
4041,14,1,0
4041,15,2,2
4041,15,1,0
4041,16,2,0
4041,18,2,0
4041,19,2,0
4041,2,2,0
4041,2,1,0
4041,20,2,2
4041,21,2,2
4041,3,2,0
4041,3,1,2
4041,4,2,0
4041,4,1,2
4041,5,2,0
4041,5,1,2
4041,6,2,0
4041,6,1,0
4041,7,2,2
4041,7,1,0
4041,8,2,0
4041,8,1,0
4041,9,2,0
4041,9,1,1
4045,0,2,0
4045,0,1,0
4045,1,2,0
4045,1,1,0
4045,10,1,2
4045,11,2,0
4045,11,1,0
4045,12,2,0
4045,12,1,0
4045,13,2,0
4045,13,1,0
4045,14,1,0
4045,15,1,3
4045,16,1,2
4045,17,1,0
4045,18,1,0
4045,19,1,0
4045,2,2,0
4045,2,1,0
4045,20,1,0
4045,21,1,0
4045,22,1,0
4045,23,1,0
4045,3,2,0
4045,3,1,0
4045,4,2,0
4045,4,1,0
4045,5,2,0
4045,5,1,0
4045,6,2,0
4045,6,1,0
4045,7,2,0
4045,7,1,2
4045,8,2,0
4045,8,1,2
4045,9,2,0
4045,9,1,0
5002,0,2,0
5002,0,1,2
5002,1,2,0
5002,1,1,0
5002,10,2,0
5002,10,1,0
5002,11,2,0
5002,12,1,0
5002,2,2,0
5002,2,1,0
5002,3,2,0
5002,3,1,2
5002,4,2,1
5002,4,1,2
5002,5,2,0
5002,5,1,0
5002,6,2,2
5002,6,1,0
5002,7,2,0
5002,7,1,0
5002,8,2,0
5002,8,1,2
5002,9,2,0
5002,9,1,0
5006,0,2,0
5006,0,1,0
5006,1,2,0
5006,1,1,0
5006,10,2,0
5006,10,1,0
5006,11,2,0
5006,11,1,0
5006,12,1,2
5006,2,2,0
5006,2,1,0
5006,3,2,0
5006,3,1,0
5006,4,2,0
5006,4,1,0
5006,5,1,0
5006,6,2,2
5006,6,1,0
5006,7,2,0
5006,7,1,0
5006,8,2,0
5006,8,1,0
5006,9,2,0
5006,9,1,3
5007,0,2,2
5007,0,1,0
5007,1,2,0
5007,1,1,0
5007,10,2,0
5007,10,1,2
5007,11,2,0
5007,11,1,0
5007,12,1,0
5007,13,1,0
5007,14,1,3
5007,16,1,0
5007,17,1,0
5007,2,2,0
5007,2,1,0
5007,3,2,0
5007,3,1,2
5007,4,2,0
5007,4,1,0
5007,5,2,0
5007,5,1,0
5007,6,2,0
5007,6,1,0
5007,7,2,0
5007,7,1,0
5007,8,2,0
5007,9,2,0
5007,9,1,0
5030,0,2,0
5030,0,1,0
5030,1,2,3
5030,1,1,0
5030,10,2,0
5030,10,1,0
5030,11,2,3
5030,11,1,2
5030,12,2,0
5030,12,1,0
5030,13,2,0
5030,13,1,1
5030,2,2,0
5030,2,1,0
5030,3,2,0
5030,3,1,0
5030,4,2,0
5030,4,1,0
5030,5,2,0
5030,5,1,0
5030,6,2,0
5030,6,1,0
5030,7,2,2
5030,7,1,0
5030,8,2,0
5030,8,1,0
5030,9,2,0
5030,9,1,0
5033,0,2,0
5033,0,1,0
5033,1,2,0
5033,1,1,1
5033,10,2,0
5033,10,1,0
5033,11,2,0
5033,11,1,0
5033,2,2,0
5033,2,1,0
5033,3,2,0
5033,3,1,0
5033,4,1,2
5033,5,2,0
5033,5,1,0
5033,6,2,0
5033,6,1,0
5033,7,2,0
5033,7,1,0
5033,8,2,0
5033,8,1,0
5033,9,2,0
5033,9,1,0
5040,0,2,0
5040,0,1,0
5040,1,2,0
5040,1,1,0
5040,10,2,0
5040,10,1,0
5040,11,2,0
5040,12,2,0
5040,12,1,0
5040,13,1,0
5040,16,1,2
5040,17,1,0
5040,18,1,0
5040,2,2,0
5040,2,1,2
5040,3,2,0
5040,3,1,0
5040,4,2,0
5040,4,1,2
5040,5,2,0
5040,5,1,0
5040,6,2,0
5040,6,1,0
5040,7,2,0
5040,7,1,2
5040,8,2,0
5040,8,1,0
5040,9,2,0
5040,9,1,0
5042,0,2,0
5042,0,1,0
5042,1,2,0
5042,1,1,0
5042,10,2,0
5042,10,1,0
5042,11,2,0
5042,11,1,0
5042,12,2,2
5042,13,2,1
5042,14,2,0
5042,16,2,2
5042,2,2,0
5042,2,1,0
5042,3,2,0
5042,3,1,0
5042,4,2,0
5042,4,1,0
5042,5,2,0
5042,5,1,2
5042,6,2,0
5042,6,1,0
5042,7,2,0
5042,7,1,0
5042,8,2,0
5042,8,1,0
5042,9,2,0
5042,9,1,0
5044,0,2,0
5044,0,1,0
5044,1,2,0
5044,1,1,0
5044,10,2,0
5044,10,1,0
5044,11,2,0
5044,11,1,0
5044,2,2,0
5044,2,1,0
5044,3,2,0
5044,3,1,0
5044,4,2,0
5044,4,1,0
5044,5,2,0
5044,5,1,0
5044,6,2,0
5044,6,1,0
5044,7,2,0
5044,7,1,0
5044,8,2,0
5044,8,1,0
5044,9,2,0
5044,9,1,0
5046,0,2,0
5046,0,1,0
5046,1,2,0
5046,1,1,0
5046,10,2,0
5046,10,1,0
5046,11,2,2
5046,11,1,0
5046,2,2,2
5046,2,1,0
5046,3,2,0
5046,3,1,0
5046,4,2,0
5046,4,1,2
5046,5,2,0
5046,5,1,3
5046,6,2,2
5046,6,1,0
5046,7,2,0
5046,7,1,0
5046,8,2,0
5046,8,1,2
5046,9,2,2
5046,9,1,3
5049,0,1,0
5049,1,2,0
5049,10,2,2
5049,10,1,1
5049,11,2,0
5049,11,1,2
5049,12,2,0
5049,12,1,0
5049,14,1,0
5049,15,1,0
5049,2,2,1
5049,2,1,0
5049,3,2,2
5049,3,1,0
5049,4,2,0
5049,4,1,2
5049,5,2,0
5049,5,1,2
5049,6,2,0
5049,6,1,0
5049,7,2,0
5049,7,1,0
5049,8,2,0
5049,9,2,0
5049,9,1,0
5055,0,2,0
5055,0,1,0
5055,1,2,0
5055,1,1,0
5055,10,2,0
5055,10,1,0
5055,11,2,0
5055,11,1,0
5055,2,2,0
5055,2,1,0
5055,3,2,2
5055,3,1,0
5055,4,2,0
5055,4,1,0
5055,5,2,0
5055,5,1,0
5055,6,2,0
5055,6,1,0
5055,7,2,0
5055,7,1,0
5055,8,2,0
5055,8,1,0
5055,9,2,0
5055,9,1,0
5057,0,2,0
5057,0,1,0
5057,1,2,0
5057,1,1,2
5057,10,2,0
5057,11,2,0
5057,11,1,0
5057,12,1,0
5057,13,1,0
5057,2,2,0
5057,2,1,0
5057,3,2,2
5057,3,1,0
5057,4,2,2
5057,5,2,0
5057,5,1,0
5057,6,2,0
5057,6,1,0
5057,7,2,0
5057,7,1,2
5057,8,2,0
5057,8,1,2
5057,9,2,1
5059,0,2,0
5059,0,1,0
5059,1,2,0
5059,1,1,0
5059,10,2,0
5059,10,1,0
5059,11,2,0
5059,11,1,0
5059,2,2,0
5059,2,1,0
5059,3,2,0
5059,3,1,0
5059,4,2,0
5059,4,1,0
5059,5,2,0
5059,5,1,0
5059,6,2,0
5059,6,1,0
5059,7,2,0
5059,7,1,0
5059,8,2,0
5059,8,1,0
5059,9,2,0
5059,9,1,0
5062,0,2,0
5062,0,1,2
5062,1,1,2
5062,10,2,0
5062,10,1,0
5062,12,1,0
5062,2,2,0
5062,2,1,0
5062,3,2,0
5062,3,1,2
5062,4,2,0
5062,4,1,0
5062,5,2,0
5062,5,1,2
5062,6,2,0
5062,6,1,2
5062,7,2,0
5062,7,1,0
5062,8,2,2
5062,8,1,0
5062,9,2,1
