df_name,segment_index,start_location,end_location
2051,8,Pumpkin,Wheat
2051,9,Wheat,Axe
2051,10,Axe,Paper
2051,11,Paper,Ladder
2051,12,Ladder,FishingRod
2056,0,START,Helmet
2056,1,Helmet,FishingRod
2056,2,FishingRod,Paper
2056,3,Paper,Paper
2056,4,Paper,Ladder
2056,5,Ladder,Paper
2056,6,Paper,Carrot
2056,7,Carrot,Watermelon
2056,8,Watermelon,Emerald
2056,9,Emerald,Pumpkin
2056,10,Pumpkin,Wheat
2056,11,Wheat,Bucket
2056,12,Bucket,Cactus
2056,13,Cactus,FishingRod
2056,14,FishingRod,Carrot
2056,15,Carrot,Watermelon
2056,16,Watermelon,Emerald
2057,0,START,Helmet
2057,1,Helmet,FishingRod
2057,2,FishingRod,Carrot
2057,3,Carrot,Watermelon
2057,4,Watermelon,Emerald
2057,5,Emerald,Bucket
2057,6,Bucket,Pumpkin
2057,7,Pumpkin,Cactus
2057,8,Cactus,Wheat
2057,9,Wheat,Bucket
2057,10,Bucket,Cactus
2057,11,Cactus,Helmet
2057,12,Helmet,Watermelon
2075,0,START,Helmet
2075,1,Helmet,Helmet
2075,2,Helmet,FishingRod
2075,3,FishingRod,Ladder
2075,4,Ladder,Paper
2075,5,Paper,FishingRod
2075,6,FishingRod,Helmet
2075,7,Helmet,Watermelon
2075,8,Watermelon,Emerald
2075,9,Emerald,Pumpkin
2075,10,Pumpkin,Cactus
2075,11,Cactus,Bucket
2075,12,Bucket,Wheat
2075,13,Wheat,Axe
2075,14,Axe,Paper
2075,15,Paper,Pumpkin
2075,16,Pumpkin,Axe
2075,17,Axe,Paper
2113,0,START,Helmet
2113,1,Helmet,Carrot
2113,2,Carrot,Watermelon
2113,3,Watermelon,Emerald
2113,4,Emerald,Cactus
2113,5,Cactus,Bucket
2113,6,Bucket,Pumpkin
2113,7,Pumpkin,Wheat
2113,8,Wheat,Axe
2113,9,Axe,Paper
2113,10,Paper,Ladder
2113,11,Ladder,FishingRod
2115,0,START,Helmet
2115,1,Helmet,FishingRod
2115,2,FishingRod,Ladder
2115,3,Ladder,Paper
2115,4,Paper,Ladder
2115,5,Ladder,Carrot
2115,6,Carrot,Watermelon
2115,7,Watermelon,Emerald
2115,8,Emerald,Helmet
2115,9,Helmet,Axe
2115,10,Axe,Wheat
2115,11,Wheat,Pumpkin
2115,12,Pumpkin,Cactus
2115,13,Cactus,Bucket
2236,0,START,Helmet
2236,1,Helmet,Bucket
2236,2,Bucket,Cactus
2236,3,Cactus,Emerald
2236,4,Emerald,Watermelon
2236,5,Watermelon,Carrot
2236,6,Carrot,Helmet
2236,7,Helmet,FishingRod
2236,8,FishingRod,Ladder
2236,9,Ladder,Emerald
2236,10,Emerald,Cactus
2236,11,Cactus,Pumpkin
2236,12,Pumpkin,Wheat
2236,13,Wheat,Axe
2236,14,Axe,Paper
2247,0,START,Helmet
2247,1,Helmet,Emerald
2247,2,Emerald,Watermelon
2247,3,Watermelon,Carrot
2247,4,Carrot,Helmet
2247,5,Helmet,FishingRod
2247,6,FishingRod,Ladder
2247,7,Ladder,Paper
2247,8,Paper,Axe
2247,9,Axe,Wheat
2247,10,Wheat,Pumpkin
2247,11,Pumpkin,Cactus
2247,12,Cactus,Bucket
2300,0,START,Helmet
2300,1,Helmet,FishingRod
2300,2,FishingRod,Ladder
2300,3,Ladder,Paper
2300,4,Paper,Helmet
2300,5,Helmet,Watermelon
2300,6,Watermelon,Carrot
2300,7,Carrot,Helmet
2300,8,Helmet,FishingRod
2300,9,FishingRod,Paper
2300,10,Paper,Axe
2300,11,Axe,Wheat
2300,12,Wheat,Bucket
2300,13,Bucket,Cactus
2300,14,Cactus,Pumpkin
2300,15,Pumpkin,Emerald
2303,0,START,Helmet
2303,1,Helmet,Ladder
2303,2,Ladder,FishingRod
2303,3,FishingRod,Paper
2303,4,Paper,Helmet
2303,5,Helmet,Watermelon
2303,6,Watermelon,Emerald
2303,7,Emerald,Bucket
2303,8,Bucket,Wheat
2303,9,Wheat,Pumpkin
2303,10,Pumpkin,Cactus
2303,11,Cactus,Axe
2303,12,Axe,Paper
2306,0,START,Helmet
2306,1,Helmet,Watermelon
2306,2,Watermelon,Carrot
2306,3,Carrot,FishingRod
2306,4,FishingRod,Ladder
2306,5,Ladder,Ladder
2306,6,Ladder,Paper
2306,7,Paper,Bucket
2306,8,Bucket,Bucket
2306,9,Bucket,Pumpkin
2306,10,Pumpkin,Wheat
2306,11,Wheat,Cactus
2306,12,Cactus,Paper
2306,13,Paper,Axe
2309,0,START,Helmet
2309,1,Helmet,Carrot
2309,2,Carrot,Watermelon
2309,3,Watermelon,Emerald
2309,4,Emerald,Pumpkin
2309,5,Pumpkin,Cactus
2309,6,Cactus,Bucket
2309,7,Bucket,Wheat
2309,8,Wheat,Axe
2309,9,Axe,Paper
2309,10,Paper,Ladder
2309,11,Ladder,FishingRod
2312,0,START,Helmet
2312,1,Helmet,Watermelon
2312,2,Watermelon,Emerald
2312,3,Emerald,Cactus
2312,4,Cactus,Bucket
2312,5,Bucket,Pumpkin
2312,6,Pumpkin,Wheat
2312,7,Wheat,Pumpkin
2312,8,Pumpkin,Axe
2312,9,Axe,Paper
2312,10,Paper,Ladder
2312,11,Ladder,FishingRod
2312,12,FishingRod,Helmet
2312,13,Helmet,Carrot
2322,0,START,Helmet
2322,1,Helmet,FishingRod
2322,2,FishingRod,Ladder
2322,3,Ladder,Paper
2322,4,Paper,Emerald
2322,5,Emerald,Pumpkin
2322,6,Pumpkin,Wheat
2322,7,Wheat,Bucket
2322,8,Bucket,Cactus
2322,9,Cactus,Emerald
2322,10,Emerald,Watermelon
2322,11,Watermelon,Carrot
2322,12,Carrot,Watermelon
2322,13,Watermelon,Emerald
2322,14,Emerald,Helmet
2322,15,Helmet,Watermelon
3000,0,START,Helmet
3000,1,Helmet,FishingRod
3000,2,FishingRod,Helmet
3000,3,Helmet,Helmet
3000,4,Helmet,Cactus
3000,5,Cactus,Pumpkin
3000,6,Pumpkin,Bucket
3000,7,Bucket,Wheat
3000,8,Wheat,Pumpkin
3000,9,Pumpkin,Emerald
3000,10,Emerald,Watermelon
3000,11,Watermelon,Carrot
3000,12,Carrot,Helmet
3000,13,Helmet,FishingRod
3001,0,START,Helmet
3001,1,Helmet,FishingRod
3001,2,FishingRod,Carrot
3001,3,Carrot,Watermelon
3001,4,Watermelon,Emerald
3001,5,Emerald,Cactus
3001,6,Cactus,Bucket
3001,7,Bucket,Wheat
3001,8,Wheat,Pumpkin
3001,9,Pumpkin,Axe
3001,10,Axe,Paper
3001,11,Paper,Ladder
3006,0,START,Bucket
3006,1,Bucket,Cactus
3006,2,Cactus,Pumpkin
3006,3,Pumpkin,Emerald
3006,4,Emerald,Watermelon
3006,5,Watermelon,Carrot
3006,6,Carrot,FishingRod
3006,7,FishingRod,Helmet
3006,8,Helmet,FishingRod
3006,9,FishingRod,Ladder
3006,10,Ladder,Paper
3006,11,Paper,Axe
3006,12,Axe,Wheat
3015,0,START,Helmet
3015,1,Helmet,Watermelon
3015,2,Watermelon,Emerald
3015,3,Emerald,Cactus
3015,4,Cactus,Cactus
3015,5,Cactus,Cactus
3015,6,Cactus,Cactus
3015,7,Cactus,Bucket
3015,8,Bucket,Pumpkin
3015,9,Pumpkin,Wheat
3015,10,Wheat,Axe
3015,11,Axe,Paper
3015,12,Paper,Ladder
3015,13,Ladder,FishingRod
3015,14,FishingRod,Emerald
3015,15,Emerald,Carrot
3017,0,START,Helmet
3017,1,Helmet,FishingRod
3017,2,FishingRod,Ladder
3017,3,Ladder,Helmet
3017,4,Helmet,Emerald
3017,5,Emerald,Watermelon
3017,6,Watermelon,Emerald
3017,7,Emerald,Pumpkin
3017,8,Pumpkin,Wheat
3017,9,Wheat,Axe
3017,10,Axe,Paper
3017,11,Paper,Ladder
3017,12,Ladder,Helmet
3017,13,Helmet,Axe
3020,0,START,Helmet
3020,1,Helmet,FishingRod
3020,2,FishingRod,Ladder
3020,3,Ladder,Paper
3020,4,Paper,Axe
3020,5,Axe,Wheat
3020,6,Wheat,Bucket
3020,7,Bucket,Pumpkin
3020,8,Pumpkin,Cactus
3020,9,Cactus,Pumpkin
3020,10,Pumpkin,Emerald
3020,11,Emerald,Watermelon
3020,12,Watermelon,Watermelon
3020,13,Watermelon,Carrot
3021,0,START,Helmet
3021,1,Helmet,Watermelon
3021,2,Watermelon,Carrot
3021,3,Carrot,FishingRod
3021,4,FishingRod,Paper
3021,5,Paper,Axe
3021,6,Axe,Wheat
3021,7,Wheat,Pumpkin
3021,8,Pumpkin,Cactus
3021,9,Cactus,Bucket
3021,10,Bucket,Emerald
3021,11,Emerald,Watermelon
3021,12,Watermelon,Cactus
3021,13,Cactus,Helmet
3021,14,Helmet,FishingRod
3021,15,FishingRod,Carrot
3023,0,START,Helmet
3023,1,Helmet,FishingRod
3023,2,FishingRod,Ladder
3023,3,Ladder,Helmet
3023,4,Helmet,Carrot
3023,5,Carrot,Watermelon
3023,6,Watermelon,Emerald
3023,7,Emerald,Cactus
3023,8,Cactus,Bucket
3023,9,Bucket,Pumpkin
3023,10,Pumpkin,Wheat
3024,0,START,Helmet
3024,1,Helmet,Watermelon
3024,2,Watermelon,Emerald
3024,3,Emerald,Watermelon
3024,4,Watermelon,Carrot
3024,5,Carrot,FishingRod
3024,6,FishingRod,Ladder
3024,7,Ladder,Paper
3024,8,Paper,Axe
3024,9,Axe,Bucket
3024,10,Bucket,Pumpkin
3024,11,Pumpkin,Wheat
3024,12,Wheat,Cactus
3031,0,START,Helmet
3031,1,Helmet,FishingRod
3031,2,FishingRod,Paper
3031,3,Paper,Wheat
3031,4,Wheat,Bucket
3031,5,Bucket,Cactus
3031,6,Cactus,Pumpkin
3031,7,Pumpkin,Pumpkin
3031,8,Pumpkin,Helmet
3031,9,Helmet,Watermelon
3031,10,Watermelon,Carrot
3031,11,Carrot,Watermelon
3031,12,Watermelon,Emerald
3031,13,Emerald,Pumpkin
3031,14,Pumpkin,Axe
3031,15,Axe,Paper
3031,16,Paper,Ladder
3035,0,START,Helmet
3035,1,Helmet,FishingRod
3035,2,FishingRod,Ladder
3035,3,Ladder,Paper
3035,4,Paper,Helmet
3035,5,Helmet,Watermelon
3035,6,Watermelon,Emerald
3035,7,Emerald,Bucket
3035,8,Bucket,Pumpkin
3035,9,Pumpkin,Cactus
3035,10,Cactus,Wheat
3035,11,Wheat,Axe
3035,12,Axe,Paper
3035,13,Paper,Wheat
3035,14,Wheat,Pumpkin
3039,0,START,Helmet
3039,1,Helmet,FishingRod
3039,2,FishingRod,Ladder
3039,3,Ladder,Paper
3039,4,Paper,Emerald
3039,5,Emerald,Watermelon
3039,6,Watermelon,Carrot
3039,7,Carrot,Cactus
3039,8,Cactus,Pumpkin
3039,9,Pumpkin,Wheat
3039,10,Wheat,Axe
3039,11,Axe,Bucket
3043,0,START,FishingRod
3043,1,FishingRod,Helmet
3043,2,Helmet,Ladder
3043,3,Ladder,Paper
3043,4,Paper,Axe
3043,5,Axe,Wheat
3043,6,Wheat,Bucket
3043,7,Bucket,Pumpkin
3043,8,Pumpkin,Cactus
3043,9,Cactus,Emerald
3043,10,Emerald,Watermelon
3043,11,Watermelon,Helmet
3043,12,Helmet,Carrot
3052,0,START,Helmet
3052,1,Helmet,Watermelon
3052,2,Watermelon,Emerald
3052,3,Emerald,Bucket
3052,4,Bucket,Pumpkin
3052,5,Pumpkin,Cactus
3052,6,Cactus,Wheat
3052,7,Wheat,Pumpkin
3052,8,Pumpkin,Cactus
3052,9,Cactus,Watermelon
3052,10,Watermelon,Watermelon
3052,11,Watermelon,Pumpkin
3053,0,START,Helmet
3053,1,Helmet,Carrot
3053,2,Carrot,Watermelon
3053,3,Watermelon,Emerald
3053,4,Emerald,Cactus
3053,5,Cactus,Pumpkin
3053,6,Pumpkin,Bucket
3053,7,Bucket,Wheat
3053,8,Wheat,Pumpkin
3053,9,Pumpkin,Axe
3053,10,Axe,FishingRod
3053,11,FishingRod,Ladder
3053,12,Ladder,Paper
3055,0,START,Helmet
3055,1,Helmet,Emerald
3055,2,Emerald,FishingRod
3055,3,FishingRod,FishingRod
3055,4,FishingRod,Ladder
3055,5,Ladder,Ladder
3055,6,Ladder,Paper
3055,7,Paper,Paper
3055,8,Paper,Wheat
3055,9,Wheat,Pumpkin
3055,10,Pumpkin,Emerald
3055,11,Emerald,Watermelon
3059,0,START,Helmet
3059,1,Helmet,FishingRod
3059,2,FishingRod,Carrot
3059,3,Carrot,Watermelon
3059,4,Watermelon,Emerald
3059,5,Emerald,Cactus
3059,6,Cactus,Pumpkin
3059,7,Pumpkin,Bucket
3059,8,Bucket,Wheat
3059,9,Wheat,Axe
3059,10,Axe,Paper
3059,11,Paper,Ladder
4020,0,START,Helmet
4020,1,Helmet,FishingRod
4020,2,FishingRod,Paper
4020,3,Paper,Ladder
4020,4,Ladder,Carrot
4020,5,Carrot,Watermelon
4020,6,Watermelon,Emerald
4020,7,Emerald,Cactus
4020,8,Cactus,Pumpkin
4020,9,Pumpkin,Wheat
4020,10,Wheat,Pumpkin
4020,11,Pumpkin,Cactus
4020,12,Cactus,Helmet
4020,13,Helmet,Watermelon
4021,0,START,Cactus
4021,1,Cactus,Bucket
4021,2,Bucket,Pumpkin
4021,3,Pumpkin,Wheat
4021,4,Wheat,Axe
4021,5,Axe,Paper
4021,6,Paper,Ladder
4021,7,Ladder,Helmet
4021,8,Helmet,FishingRod
4021,9,FishingRod,Carrot
4021,10,Carrot,Watermelon
4021,11,Watermelon,Emerald
4022,0,START,Bucket
4022,1,Bucket,Bucket
4022,2,Bucket,Wheat
4022,3,Wheat,Pumpkin
4022,4,Pumpkin,Cactus
4022,5,Cactus,Emerald
4022,6,Emerald,Watermelon
4022,7,Watermelon,Carrot
4022,8,Carrot,FishingRod
4022,9,FishingRod,Paper
4022,10,Paper,Axe
4022,11,Axe,Wheat
4022,12,Wheat,Pumpkin
4022,13,Pumpkin,Pumpkin
4022,14,Pumpkin,Bucket
4022,15,Bucket,Paper
4022,16,Paper,Paper
4022,17,Paper,Ladder
4022,18,Ladder,FishingRod
4022,19,FishingRod,Watermelon
4022,20,Watermelon,Emerald
4024,0,START,Helmet
4024,1,Helmet,Watermelon
4024,2,Watermelon,Carrot
4024,3,Carrot,FishingRod
4024,4,FishingRod,Ladder
4024,5,Ladder,Paper
4024,6,Paper,Axe
4024,7,Axe,Wheat
4024,8,Wheat,Bucket
4024,9,Bucket,Pumpkin
4024,10,Pumpkin,Emerald
4024,11,Emerald,Watermelon
4024,12,Watermelon,FishingRod
4024,13,FishingRod,Cactus
4041,0,START,Helmet
4041,1,Helmet,Watermelon
4041,2,Watermelon,Emerald
4041,3,Emerald,Helmet
4041,4,Helmet,Cactus
4041,5,Cactus,Helmet
4041,6,Helmet,FishingRod
4041,7,FishingRod,Ladder
4041,8,Ladder,Paper
4041,9,Paper,Paper
4041,10,Paper,Ladder
4041,11,Ladder,FishingRod
4041,12,FishingRod,Helmet
4041,13,Helmet,Emerald
4041,14,Emerald,Cactus
4041,15,Cactus,Bucket
4045,0,START,Helmet
4045,1,Helmet,Watermelon
4045,2,Watermelon,Emerald
4045,3,Emerald,Pumpkin
4045,4,Pumpkin,Bucket
4045,5,Bucket,Wheat
4045,6,Wheat,Axe
4045,7,Axe,Paper
4045,8,Paper,Ladder
4045,9,Ladder,FishingRod
4045,10,FishingRod,Helmet
4045,11,Helmet,Helmet
4045,12,Helmet,Carrot
4045,13,Carrot,Watermelon
4045,14,Watermelon,Carrot
4045,15,Carrot,Helmet
4045,16,Helmet,Emerald
4045,17,Emerald,Carrot
4045,18,Carrot,Helmet
4045,19,Helmet,Ladder
4045,20,Ladder,Paper
4045,21,Paper,Axe
4045,22,Axe,Pumpkin
4045,23,Pumpkin,Emerald
4045,24,Emerald,Ladder
4045,25,Ladder,Cactus
5002,0,START,Helmet
5002,1,Helmet,Ladder
5002,2,Ladder,FishingRod
5002,3,FishingRod,Carrot
5002,4,Carrot,Watermelon
5002,5,Watermelon,Carrot
5002,6,Carrot,Emerald
5002,7,Emerald,Cactus
5002,8,Cactus,Pumpkin
5002,9,Pumpkin,Bucket
5002,10,Bucket,Wheat
5002,11,Wheat,Axe
5002,12,Axe,Paper
5006,0,START,Helmet
5006,1,Helmet,FishingRod
5006,2,FishingRod,Ladder
5006,3,Ladder,Paper
5006,4,Paper,Axe
5006,5,Axe,Bucket
5006,6,Bucket,Bucket
5006,7,Bucket,Pumpkin
5006,8,Pumpkin,Wheat
5006,9,Wheat,Cactus
5006,10,Cactus,Emerald
5006,11,Emerald,Watermelon
5006,12,Watermelon,Carrot
5007,0,START,Helmet
5007,1,Helmet,FishingRod
5007,2,FishingRod,Ladder
5007,3,Ladder,Paper
5007,4,Paper,Ladder
5007,5,Ladder,Paper
5007,6,Paper,Axe
5007,7,Axe,Bucket
5007,8,Bucket,Cactus
5007,9,Cactus,Bucket
5007,10,Bucket,Ladder
5007,11,Ladder,Paper
5007,12,Paper,Axe
5007,13,Axe,Wheat
5007,14,Wheat,Pumpkin
5007,15,Pumpkin,Emerald
5007,16,Emerald,Watermelon
5007,17,Watermelon,Carrot
5030,0,START,Helmet
5030,1,Helmet,Watermelon
5030,2,Watermelon,Emerald
5030,3,Emerald,Bucket
5030,4,Bucket,Pumpkin
5030,5,Pumpkin,Cactus
5030,6,Cactus,Wheat
5030,7,Wheat,Axe
5030,8,Axe,Paper
5030,9,Paper,FishingRod
5030,10,FishingRod,Carrot
5030,11,Carrot,Watermelon
5030,12,Watermelon,Emerald
5030,13,Emerald,Cactus
5030,14,Cactus,Ladder
5033,0,START,Helmet
5033,1,Helmet,Carrot
5033,2,Carrot,Watermelon
5033,3,Watermelon,Emerald
5033,4,Emerald,Pumpkin
5033,5,Pumpkin,Cactus
5033,6,Cactus,Bucket
5033,7,Bucket,Wheat
5033,8,Wheat,Axe
5033,9,Axe,Paper
5033,10,Paper,Ladder
5033,11,Ladder,FishingRod
5040,0,START,Axe
5040,1,Axe,Wheat
5040,2,Wheat,Ladder
5040,3,Ladder,FishingRod
5040,4,FishingRod,Carrot
5040,5,Carrot,Watermelon
5040,6,Watermelon,Emerald
5040,7,Emerald,Cactus
5040,8,Cactus,Bucket
5040,9,Bucket,Pumpkin
5040,10,Pumpkin,Watermelon
5040,11,Watermelon,Watermelon
5040,12,Watermelon,Helmet
5040,13,Helmet,Carrot
5040,14,Carrot,Bucket
5040,15,Bucket,Emerald
5040,16,Emerald,Watermelon
5040,17,Watermelon,Ladder
5040,18,Ladder,Paper
5042,0,START,Emerald
5042,1,Emerald,Watermelon
5042,2,Watermelon,Carrot
5042,3,Carrot,Helmet
5042,4,Helmet,FishingRod
5042,5,FishingRod,Ladder
5042,6,Ladder,Paper
5042,7,Paper,Axe
5042,8,Axe,Wheat
5042,9,Wheat,Bucket
5042,10,Bucket,Pumpkin
5042,11,Pumpkin,Cactus
5044,0,START,Helmet
5044,1,Helmet,FishingRod
5044,2,FishingRod,Ladder
5044,3,Ladder,Paper
5044,4,Paper,Axe
5044,5,Axe,Wheat
5044,6,Wheat,Bucket
5044,7,Bucket,Pumpkin
5044,8,Pumpkin,Cactus
5044,9,Cactus,Emerald
5044,10,Emerald,Watermelon
5044,11,Watermelon,Carrot
5046,0,START,Helmet
5046,1,Helmet,FishingRod
5046,2,FishingRod,Ladder
5046,3,Ladder,Paper
5046,4,Paper,Axe
5046,5,Axe,Wheat
5046,6,Wheat,Bucket
5046,7,Bucket,Cactus
5046,8,Cactus,Pumpkin
5046,9,Pumpkin,Emerald
5046,10,Emerald,Watermelon
5046,11,Watermelon,Carrot
5049,0,START,Helmet
5049,1,Helmet,Emerald
5049,2,Emerald,Watermelon
5049,3,Watermelon,Carrot
5049,4,Carrot,FishingRod
5049,5,FishingRod,Ladder
5049,6,Ladder,Paper
5049,7,Paper,Wheat
5049,8,Wheat,Bucket
5049,9,Bucket,Cactus
5049,10,Cactus,Pumpkin
5049,11,Pumpkin,Helmet
5049,12,Helmet,Carrot
5049,13,Carrot,FishingRod
5049,14,FishingRod,Paper
5049,15,Paper,Axe
5055,0,START,Helmet
5055,1,Helmet,FishingRod
5055,2,FishingRod,Carrot
5055,3,Carrot,Watermelon
5055,4,Watermelon,Emerald
5055,5,Emerald,Cactus
5055,6,Cactus,Bucket
5055,7,Bucket,Pumpkin
5055,8,Pumpkin,Wheat
5055,9,Wheat,Axe
5055,10,Axe,Paper
5055,11,Paper,Ladder
5057,0,START,Helmet
5057,1,Helmet,Emerald
5057,2,Emerald,Watermelon
5057,3,Watermelon,Paper
5057,4,Paper,Wheat
5057,5,Wheat,Pumpkin
5057,6,Pumpkin,Cactus
5057,7,Cactus,Bucket
5057,8,Bucket,Wheat
5057,9,Wheat,FishingRod
5057,10,FishingRod,Carrot
5057,11,Carrot,FishingRod
5057,12,FishingRod,Ladder
5057,13,Ladder,Paper
5059,0,START,Helmet
5059,1,Helmet,FishingRod
5059,2,FishingRod,Ladder
5059,3,Ladder,Paper
5059,4,Paper,Axe
5059,5,Axe,Wheat
5059,6,Wheat,Bucket
5059,7,Bucket,Pumpkin
5059,8,Pumpkin,Cactus
5059,9,Cactus,Emerald
5059,10,Emerald,Watermelon
5059,11,Watermelon,Carrot
5062,0,START,Bucket
5062,1,Bucket,Cactus
5062,2,Cactus,Pumpkin
5062,3,Pumpkin,Wheat
5062,4,Wheat,Axe
5062,5,Axe,Paper
5062,6,Paper,Ladder
5062,7,Ladder,FishingRod
5062,8,FishingRod,Helmet
5062,9,Helmet,Emerald
5062,10,Emerald,Watermelon
5062,11,Watermelon,Pumpkin
5062,12,Pumpkin,Wheat
